name,sector,address,city,country,email,phone,owner,safety_grievances,pay_grievances,conditions_grievances,treatment_grievances,workload_grievances
MediHealth,Healthcare,456 Wellness Way,Healthville,Careland,info@medihealth.org,1987654321,Dr. Healer,0,0,0,0,0
Foodie Delights,Food & Beverage,707 Gourmet Rd,Culinary City,Foodland,info@foodiedelights.com,1556677889,Chef Gourmet,0,0,0,0,0
UrbanBuild Co,Construction,101 Build Blvd,Construct City,Buildland,info@urbanbuild.com,4567890123,Builder Bob,0,0,0,0,0
Consulting Pros,Consulting,1212 Advice Ave,Consult City,Consultland,support@consultingpros.consult,5678901235,Advisor Consult,0,0,0,0,0
TechNova Solutions,Technology,123 Innovation Drive,Techville,InnovateLand,info@technova.com,1234567890,Sam Tech,0,0,0,0,0
Healthy Living Center,Healthcare,888 Wellness Blvd,Health City,Medica,info@healthyliving.com,1555765432,Dr. Well Being,0,0,0,0,0
Innovative Motors Inc.,Automotive,1005 Drive Lane,AutoCity,CarLand,info@innovativemotors.com,123456789,Jill Red,0,0,0,0,0
EduTech Pioneers,Education,303 Knowledge Blvd,Learnopolis,EduNation,support@edutechpioneers.com,4455667788,Prof. Wise,0,0,0,0,0
Vogue Ventures,Retail,654 Style Street,Fashion City,Trendland,hello@vogueventures.retail,3344556677,Trend Setter,0,0,0,0,0
AeroDynamics,Aerospace,808 Flight Ln,AirCity,FlightLand,info@aerodynamics.com,8800880022,Flight Master,0,0,0,0,0
BreezeTech Innovations,Utilities,98 Windy Way,Breezyville,Airland,hello@breezetech.innovations,4455667792,Gale Storm,0,0,0,0,0
Eco Solutions,Environmental,1212 Green Street,Eco City,Greenland,info@ecosolutions.com,1222333444,Taylor Green,0,0,0,0,0
Media Masters,Media,1000 Broadcast Blvd,Mediapolis,Broadcastland,info@mediamasters.com,11223344,Media Mogul,0,0,0,0,0
Tech Titans,Technology,505 Innovation Way,Tech City,Innovatia,info@techtitans.com,1444556111,Jamie Tech,0,0,0,0,0
BioFuel Corp,Biofuel,654 Greenway Blvd,BioCity,Greenland,info@biofuelcorp.com,2233445566,BioFuel Holdings,0,0,0,0,0
EduFuture,Education,303 Learning Ln,EduCity,Learnland,info@edufuture.edu,1223344556,Dr. Scholar,0,0,0,0,0
Wind Power Inc.,Energy,404 Windy Rd,Eco City,Greenland,contact@windpower.green,2345678912,Eco Wind,0,0,0,0,0
Tech Innovators,Technology,100 Tech Park,Innovate City,Techland,contact@techinnovators.tech,1234567890,Alex Byte,0,0,0,0,0
EduSmart Institute,Education,23 Knowledge St,LearnCity,EduLand,info@edusmart.com,4455667788,Learn Group,0,0,0,0,0
LeafyGreen Enterprises,Agriculture,459 Farm Lane,Greenville,EcoLand,hello@leafygreen.org,9876543213,Taylor Brooks,0,1,0,0,0
Green Energy Co,Energy,456 Solar St,Eco Town,Greenland,info@greenenergy.co,2345678901,Eco Friendly,0,0,0,0,0
FashionForward,Fashion,700 Style St,Fashionville,Trendland,contact@fashionforward.fsh,5566778899,Chic Trend,0,0,0,0,0
Solar Solutions,Energy,303 Solar St,Eco City,Greenland,info@solarsolutions.green,2345678911,Eco Solar,0,0,0,0,0
RealEstate Group,Real Estate,1111 Property St,Estate City,Landland,support@realestategroup.com,1660123456,Taylor Estate,0,0,0,0,0
Innovatech Hub,Technology,113 Innovation Dr,Techville,Innovatia,info@innovatechhub.tech,1234567898,Morgan Tech,0,0,0,0,0
Renewable Solutions,Energy,456 Green Rd,EcoCity,Sustainland,support@renewablesolutions.com,9876543210,Noah Green,0,0,0,0,0
Tech Innovators,Technology,123 Silicon St,Techville,Innovatia,contact@techinnovators.com,1234567890,Alice Tech,2,3,1,0,4
Constructive Innovations,Construction,405 Construct Ave,Construct City,Buildland,info@constructiveinnovations.com,3344556678,Jordan Build,0,0,0,0,0
Innovatech Systems,Technology,1300 Innovation Dr,Tech City,Techland,support@innovatech.com,1901234567,Alex Creator,0,0,0,0,0
EduQuest,Education,1111 Quest Rd,EduCity,Learnland,info@eduquest.com,1122334455,Edu Explorer,0,0,0,0,0
EduLearn Academy,Education,606 Knowledge Rd,Learnville,EduNation,info@edulearn.com,4455667788,Dr. Edu Wise,1,2,1,1,2
Innovative Solutions,Technology,124 Silicon Avenue,Techville,Innovatia,support@innovativesolutions.com,1234567891,Jamie Circuit,0,0,0,0,0
TechGenius Innovations,Technology,1400 Tech Park,InnovateCity,Techland,contact@techgenius.com,3456789013,Genius Mind,2,0,1,1,3
Learning Hub,Education,1144 Knowledge Rd,Learnville,EduNation,contact@learninghub.learn,1555000446,J. Wise,0,0,0,0,0
EcoBuild Associates,Construction,459 Green Build Ave,EcoBuild City,ConstructLand,associates@ecobuild.com,5567890126,Alex Eco,0,0,0,0,0
TechWave Innovations,Technology,555 Innovation Blvd,TechCity,WaveLand,info@techwave.com,9900888899,Ethan Innovate,0,0,0,0,0
Aero Dynamics Inc,Aviation,4444 Jetstream Rd,Aero City,Flyland,contact@aerodynamics.inc,1122334455,Morgan Wind,0,0,0,0,0
Tech Innovators,Technology,456 Tech Ave,Innovate City,Techland,info@techinnovators.com,1234567890,Sam Tech,0,0,0,0,0
MediCare Plus,Healthcare,400 Health Ave,Wellness City,Healthland,support@medicareplus.health,2233445566,Chris Care,0,0,0,0,0
AutoDrive,Automotive,88 Motorway,Car City,Autoland,info@autodrive.com,2233445566,Driver Dan,0,0,0,0,0
FutureBright Learning,Education,405 Knowledge Blvd,Learnville,EduNation,support@futurebright.edu,8899001133,Sage Eagle,0,0,0,0,0
HomeComfort,Real Estate,1100 Cozy Lane,Home City,Houseland,support@homecomfort.com,1999000111,Comfort Holdings,0,0,0,0,0
Eco Warriors,Energy,457 Solar Rd,EcoCity,GreenLand,contact@ecowarriors.com,2345678902,Helen Earth,0,0,0,0,0
AgriSolutions,Agriculture,1600 Farm Lane,Agri Town,Farmia,support@agrisolutions.com,3344556678,Taylor Farmer,0,0,0,0,0
Gourmet Goods Ltd,Food & Beverage,105 Market St,Foodtown,Culinary,info@gourmetgoodsltd.com,2233445570,Diana Fresh,1,1,2,1,1
BuildIt,Construction,654 Builder Ave,Construct City,Buildland,info@buildit.com,5566778899,Builder Bob,0,0,0,0,0
EduLearn,Education,500 Learn Lane,EduCity,KnowledgeLand,info@edulearn.com,3344556677,Professor Teach,0,1,0,0,1
Green Energy Solutions,Energy,202 Solar Drive,Eco City,Sustainland,info@greenenergysolutions.com,1987654321,Eco Leader,0,0,0,0,0
AutoDrive Motors,Automotive,1100 Drive St,AutoCity,CarLand,contact@autodrive.com,1234567899,Michael Harris,0,0,0,0,0
HydroSolutions Ltd.,Utilities,789 Lakeview Ave,Watertown,Hydroland,info@hydrosolutions.water,9988776659,River Lake,0,0,0,0,0
FashionForward,Retail,89 Style St,Fashionville,Trendia,contact@fashionforward.com,3344556677,Chic Chloe,0,0,0,0,0
BuildSafe,Construction,321 Build Ave,Construct City,Buildland,contact@buildsafe.com,5566778899,Chris Blue,0,0,0,0,0
EcoLiving Solutions,Environment,333 Green Lane,Eco City,Greenland,contact@ecolivingsolutions.com,4455667788,Casey Eco,0,0,0,0,0
EcoTransport Ltd,Transportation,987 Green Rd,EcoCity,EcoLand,contact@ecotransport.com,4455667788,Noah Driver,0,0,0,0,0
BuildMaster Co,Construction,1111 Master Ave,Construct City,Buildland,support@buildmasterco.com,3344556688,Taylor Master,0,0,0,0,0
TechHarvest,Technology,101 Tech Avenue,Innovate City,Techland,contact@techharvest.tech,1234567890,Alice Smith,0,0,0,0,0
Urban Developers,Construction,987 Build St,Construct City,Buildland,contact@urbandevelopers.com,4455667788,Alex Builder,0,0,0,0,0
Farm Fresh Co,Agriculture,80 Harvest Road,Farmville,Agroland,support@farmfresh.co,3344556679,Farmer Fields Jr.,0,0,0,0,0
AgriGrowth,Agriculture,4321 Farm Lane,Agro City,Farmland,info@agrigrowth.org,1999000334,Alex Farmer,0,0,0,0,0
Adventure Awaits,Travel,654 Journey Blvd,Explore City,Traveland,info@adventureawaits.com,3344667788,Jordan Traveler,0,0,0,0,0
Marine Innovations,Manufacturing,789 Ocean Drive,Seaside,Atlantis,contact@marineinnovations.com,1234567890,Janet Blue,0,0,0,0,0
Peak Ventures,Tourism,507 Summit St,Highland,Mountland,contact@peakventures.com,6677889902,Climber Hill,0,0,0,0,0
RightBuild Co.,Construction,123 Construct Lane,Build City,Constructia,contact@rightbuild.com,1122334455,Jamie Right,0,0,0,0,0
AgriGrowth Ltd.,Agriculture,321 Farm Rd,AgriCity,FarmLand,contact@agrigrowth.com,3344556677,Tom Farmer,0,0,0,0,0
WaterWorks Inc.,Utilities,456 Stream St,Aquaville,Hydroland,info@waterworks.com,2233445566,Emma Brooks,0,0,0,0,0
Green Energy Corp,Energy,456 Solar St,Sunnytown,EcoLand,info@greenenergy.com,9876543210,Liam Green,0,0,0,0,0
InnovLand Ventures,Technology,104 Innovation Drive,TechVille,InnovLand,contact@innovlandventures.com,1234567893,Innovate Holdings,0,0,0,0,0
Tech Pioneers,Technology,123 Silicon Ave,Techville,Innovatia,pioneers@techpioneers.com,1234567890,Jamie Tech,0,0,0,0,0
BioHealth Labs,Healthcare,505 Bio Rd.,HealthCity,BioLand,info@biohealth.com,9900112233,Bio Doctor,0,0,0,0,0
Sustainability Pioneers,Environment,1200 Green St,Eco City,Sustainia,contact@sustainpioneers.com,7766554433,Nature Advocate,0,0,0,0,0
HealthFirst Medical,Healthcare,789 Wellness Blvd,Health City,Medland,info@healthfirst.com,1987654321,Taylor Johnson,0,0,0,0,0
Sustainable Energy Inc.,Energy,123 Renewable Rd,Eco City,Greenland,contact@sustainable.green,2345678901,Eco Friendly,0,0,0,0,0
Tasteful Ventures,Food & Beverage,14 Spice Avenue,Taste Town,Culinaryland,info@tastefulventures.com,2223334455,Chef Savory,0,0,0,0,0
Chic Boutique,Retail,654 Style Street,Fashion City,Trendland,contact@chicboutique.retail,3344556677,Glamour Queen,0,0,0,0,0
Eco Transport,Transportation,12000 Transit Rd,Eco City,Transportland,info@ecotransport.com,9900333344,Transit Holdings,0,0,0,0,0
Tech Pioneers,Technology,1200 Innovation Road,Tech City,Innovatia,info@techpioneers.com,1234567890,Innovate Corp,0,0,0,0,0
Digital Dreams,Technology,11000 Tech Park,Digital City,Innovatia,contact@digitaldreams.com,1213141516,Tech Visionary,0,0,0,0,0
GreenTech Solutions,Technology,123 Greenway,Eco City,Greenland,support@greentech.green,2345678906,Eco Innovator,0,0,0,0,0
Media Masters,Media,900 Broadcast Blvd,MediaCity,NewsLand,support@mediamasters.com,9012345678,Ivy Purple,0,0,0,0,0
MediaMinds,Media,606 Broadcast Blvd,Mediapolis,Newscountry,contact@mediaminds.com,7788990011,Morgan L. News,0,0,0,0,0
Travel Ventures,Travel & Tourism,852 Adventure Road,Travel City,Explorland,hello@travelventures.com,5566778899,Jordan Explore,0,0,0,0,0
Adventure Seekers,Tourism,123 Adventure Rd,Highland,Mountland,info@adventureseekers.com,6677889905,Climber Hill,0,0,0,0,0
Buildland Enterprises,Construction,456 Development Blvd,Construct City,Buildland,contact@buildlandenterprises.com,1122334455,Taylor Construct,1,0,0,0,0
Constructive Solutions,Construction,610 Build St,Construct City,Buildland,contact@constructivesolutions.build,9012345682,Solution Builder,0,0,0,0,0
Digital Dreams,Technology,369 Tech Blvd,Digital City,Techland,contact@digitaldreams.com,2021222324,Mia Digital,1,1,0,0,3
Urban Builders Inc,Construction,45 Build St,Construct City,Buildland,info@urbanbuilders.com,5566778899,Bob Builder,0,0,0,0,0
Streamline Solutions,Utilities,1010 Rapids Rd,Watertown,Hydroland,info@streamline.water,9988776659,River Lake,0,0,0,0,0
TechnoBuild,Construction,12 Builder's Way,Construct City,Buildland,info@technobuild.com,1234567890,Tom Builder,5,2,1,0,3
Construction Giants,Construction,2425 Build Road,Construct City,Buildland,info@constructiongiants.com,1889900112,Build Master,0,0,0,0,0
Digital Dreams,Technology,202 Tech Park,Innovate City,Techland,contact@digitaldreams.com,1444555888,Alex Innovator,0,0,0,0,0
RetailHub,Retail,15000 Shop St,Retail City,Shopland,support@retailhub.com,4123456789,Rita Retail,0,0,0,0,0
EcoFriendly Goods,Retail,1414 Green St,Eco Town,Greenland,contact@ecofriendly.com,1213141516,Eco Emma,1,1,1,1,1
Sprout Ventures,Agriculture,1050 Plant Path,Garden City,Agraria,ventures@sproutventures.agri,1415161723,Flora Green,0,0,0,0,0
Trendsetters Inc.,Fashion,113 Style St,Fashion City,Trendland,info@trendsetters.com,6677889902,John Doe,0,0,0,0,0
Constructo Partners,Construction,332 Builder St.,Constructopolis,Buildland,partners@constructo.com,5566778894,Jordan Jamie,0,0,0,0,0
GreenTech Solutions,Energy,5678 Solar Rd,Green City,Sustainland,solutions@greentech.energy,1777000227,Casey Green,0,0,0,0,0
Innovative Solutions,Consulting,654 Strategy St,Consultown,Strategia,info@innovativesolutions.com,1122446688,Liam Strategist,0,0,0,0,0
WindCraft Innovations,Utilities,99 Windy Way,Breezyville,Airland,contact@windcraft.innovations,4455667794,Stormy Gale,0,0,0,0,0
EduNet,Education,1010 Education Blvd,EduCity,Learnland,hello@edunet.com,1122334455,Edu Innovator,0,0,0,0,0
TechSavvy Innovations,Technology,26 Digital Drive,Tech City,Gadgetland,innovations@techsavvy.tech,1122334466,Gadget Group,0,0,0,0,0
FashionForward,Fashion,600 Style Ave,Fashion City,Trendland,contact@fashionforward.com,5566778899,Taylor Style,0,0,0,0,0
Edu Excellence,Education,654 Knowledge St,Learnville,EduNation,info@eduexcellence.com,1223344556,Prof. Edu Cator,0,0,0,0,0
Adventure Travels,Travel,404 Journey Avenue,Travel Town,Explorica,contact@adventuretravels.com,1222333444,Wander Lust,0,0,0,0,0
GreenTech Enterprises,Energy,123 Solar St,Sunnytown,EcoLand,support@greentechenterprises.com,1222333448,Eve Green,0,0,0,0,0
Innovative Media,Media,1212 Vision Blvd,Media City,Dreamland,hello@innovativemedia.com,1122334455,Mr. Visionary Innovator,0,0,0,0,0
EcoBuild,Construction,300 Eco St,Green City,EcoLand,info@ecobuild.com,3333444555,Jamie Eco,0,0,0,0,0
Delicious Bitez,Food & Beverage,789 Savory Lane,Culinary City,Foodland,support@deliciousbitez.com,6677889909,Chef Spice,0,0,0,0,0
EduTech Pioneers,Education,456 Learning Ln,Knowledge City,Learnland,hello@edutechpioneers.edu,6789012345,Prof. Smart,0,0,0,0,0
TravelWonders,Travel,444 Adventure Blvd,Travel City,Spain,info@travelwonders.es,341234567890,Wander Lust,0,0,0,0,0
Culinary Delights,Food & Beverage,104 Market St,Foodtown,Culinary,contact@culinarydelights.com,2233445569,Diana Fresh,1,2,1,1,1
SkyReach Manufacturing,Manufacturing,414 Sky St.,SkyCity,SkyLand,manufacturing@skyreach.com,9900990021,Sky Engineer,0,0,0,0,0
AgriTech Farms,Agriculture,456 Farm Road,Harvest Town,Agroland,info@agritechfarms.com,1122334455,Sam Farmer,0,0,0,0,0
Knowledge Tree Institute,Education,412 Knowledge Blvd,Learnville,EduNation,info@knowledgetree.edu,8899001177,Clever Hawk,0,0,0,0,0
MountainPeak Resorts,Hospitality,600 Summit Rd,Highland,Alpinia,contact@mountainpeak.com,1134567890,Taylor Hill,0,0,0,0,0
FinGuard Bank,Finance,307 Money Street,Banktown,Finland,info@finguard.com,4455667788,Jordan Smith,0,0,0,0,0
GreenFuture,Renewable Energy,45 Solar Lane,EcoCity,Greentopia,info@greenfuture.com,9876543210,Samantha Green,0,0,0,0,0
Fashion Forward,Fashion,101 Style Lane,Fashionville,Trendland,info@fashionforward.com,1777888999,Chloe Trend,0,0,0,0,0
Digital Solutions,Technology,654 Digital Blvd,TechCity,DigitalLand,support@digitalsolutions.com,9078901234,Morgan Digital,0,0,0,0,0
TravelEase,Travel,90 Journey Ave,Tourist City,Wanderland,support@travelease.com,1556677444,Jordan Traveler,0,0,0,0,0
LogisticsLink,Logistics,1414 Transport Rd,LogisticsCity,Moveland,contact@logisticslink.com,1323344556,Mover Shaker,0,0,0,0,0
AgriGrowth,Agriculture,654 Farm Rd,Agri Town,Farmville,info@agrigrowth.farm,9067890123,Farm Leader,0,0,0,0,0
EduTech Solutions,Education,404 Learning Way,Edu City,Learnland,contact@edutech.com,5566778899,Prof. Learn,0,0,0,0,0
GreenConstruct Ltd.,Construction,300 Green Street,EcoCity,Greenland,contact@greenconstruct.com,9876543210,Eco Emma,0,0,0,0,0
AutoDrive Motors,Automotive,159 Drive St,Motor City,AutoLand,contact@autodrivemotors.com,2211334455,Jordan Speed,0,0,0,0,0
LifeGene Research,Biotechnology,1414 Bio Street,Biotown,Bioland,research@lifegene.sci,9988776655,Life Gene,0,0,0,0,0
Wave Riders Inc.,Marine,2324 Surf Street,Wave City,Marineland,contact@waveriders.com,1765432123,Taylor Ocean,0,0,0,0,0
GreenEnergy Corp,Energy,300 Solar Ave,EcoTown,Greenland,info@greenenergy.com,9900334462,Sarah Green,0,0,0,0,0
TravelEase,Travel,34 Journey St,Travel Town,Wanderland,contact@travelease.com,1556677666,Wander Lust,0,0,0,0,0
Travel Ventures,Travel,808 Explorer Ave,Travel City,Wanderland,contact@travelventures.com,9900112233,Oscar Traveler,0,0,0,0,0
Fashion Forward,Fashion,202 Style St,Fashion City,Stylia,contact@fashionforward.com,1555234567,Chic Trend,0,0,0,0,0
BuildIt Construction,Construction,654 Build Blvd,Construct City,Buildland,contact@buildit.com,1334455667,Alex Build,0,0,0,0,0
AgriGrowth Farms,Agriculture,789 Harvest Ln,Farmville,Agroland,support@agrigrowth.farm,1990044556,Farmer Fields,0,0,0,0,0
Retail Giants,Retail,600 Market St,ShopCity,RetailLand,info@retailgiants.com,4455667788,Linda Shopper,0,0,0,0,0
Green Energy Co,Energy,202 Solar St,Eco City,Greenland,contact@greenenergyco.com,2345678901,Jordan Green,0,0,0,0,0
Foodies Delight Express,Food & Beverage,606 Gourmet St,FoodCity,TasteLand,express@foodiesdelight.com,9012345678,Pat Chef Jr.,0,0,0,0,0
Foodies Delight,Food & Beverage,8080 Gourmet Rd,Food City,Cuisineland,info@foodiesdelight.com,5566778899,Fiona Foodie,0,0,0,0,0
Tech Innovators Partners,Technology,132 Silicon Ave,Tech City,Innovatia,partners@techinnovators.com,1234567899,Tech Partner,0,0,0,0,0
EduLearn Pro,Education,56 Knowledge Ln,LearnVille,EduLand,pro@edulearninstitute.com,6677889909,Edu Group,0,0,0,0,0
Green Fields International,Agriculture,717 Farm Lane,Harvest,Agroland,global@greenfields.co,1112131429,Farmer Indigo,0,0,0,0,0
SkyHigh Airlines,Transportation,707 Flight Path,Airtropolis,Flyland,support@skyhigh.com,1011121314,Jamie Sky,2,2,2,2,2
Gourmet Haven,Food & Beverage,305 Gourmet Road,Foodtown,Cuisineland,contact@gourmethaven.food,7778889991,Chef Extraordinaire,0,0,0,0,0
Care Health Services,Healthcare,814 Health Blvd,Health City,Healthland,info@carehealth.health,9988776658,Healing Care,0,0,0,0,0
TechNova,Technology,200 Innovation Blvd,TechCity,Futuristan,contact@technova.com,9900334480,Alice Tech,0,0,0,0,0
EduFuture Academy,Education,789 Learning St,EduCity,LearnLand,info@edufuture.com,3456789012,Alex Teach,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Ave,Tech City,Innovatia,info@techinnovators.com,1234567890,Alex Tech,0,1,0,1,1
Skyline Architects,Construction,303 Skyline Ave,Buildtown,Constructia,info@skylinearch.com,6600445566,Liam Build,2,2,2,1,2
Artistic Creations,Arts,707 Canvas Ave,Artville,Creativeland,info@artisticcreations.com,1122334455,Ms. Mona Lisa,0,0,0,0,0
GreenTech Innovations,Technology,202 Green Tech Rd,Sunnytown,EcoLand,info@greentechinnovations.com,1234567890,Eco Warrior,0,0,0,0,0
Digital Dreams,Technology,159 Digital Rd,Techville,Utopia,support@digitaldreams.com,2233445566,Grace Dream,0,0,0,0,0
TechLand Innovations,Technology,140 Innovation Blvd,TechVille,TechLand,innovations@techland.com,1234567807,Taylor Tech,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar Road,Eco City,Sustainland,contact@greenenergysolutions.com,9876543210,Emma Green,0,0,0,0,0
SkyReach Development,Development,416 Sky St.,SkyCity,SkyLand,development@skyreach.com,9900990023,Sky Innovator,0,0,0,0,0
TechSolutions,Technology,123 Innovation Blvd,Techville,Innovatia,info@techsolutions.com,1234567890,Alex Innovate,0,0,0,0,0
EduLern Institute,Education,789 Knowledge Rd,Learn City,Educatia,contact@edulearn.com,1555678901,Dr. Edu Wise,0,0,0,0,0
AquaFlow Corp,Utilities,123 Water Lane,HydroCity,Aquaterra,contact@aquaflow.com,3344556684,Jordan River,2,3,2,1,4
Bright Future Ltd.,Education,123 Future St,Learn City,Eduworld,info@brightfuture.com,1999000111,Chris Future,0,0,0,0,0
Innovative Tech Solutions,Technology,135 Tech Park,Techville,Innovatia,contact@innovativetech.com,9988771122,Tech Guru,0,0,0,0,0
HydroTech Solutions,Utilities,123 River Road,Aquaville,Hydroland,contact@hydrotech.com,2233445566,Liam Rivers,0,0,0,0,0
Auto Dynamics,Automotive,987 Drive Rd,AutoCity,DriveLand,support@autodynamics.com,445566778,Emily Drive,0,0,0,0,0
Green Energy Co.,Renewable Energy,456 Greenway Drive,Eco Town,Greenland,info@greenenergy.com,1234567890,Ella Green,0,0,0,0,0
HydroFlow Systems,Utilities,123 Aqua Street,Hydro City,Waterland,contact@hydroflow.water,1122334456,Alex Blue,0,0,0,0,0
Fitness First,Fitness,951 Gym St,Fit City,Healthland,contact@fitnessfirst.com,8899001122,Chris Fit,0,0,0,0,0
Edu Future,Education,321 Learning Ln,Knowledge Town,EduNation,hello@edufuture.com,1122334455,Prof. Insight,0,0,0,0,0
Fashionista's Hub,Fashion,209 Style St,Trend City,Fashionland,hub@fashionistas.fashion,5678905683,Mode Fashionista,0,0,0,0,0
Foodies Delight,Food & Beverage,909 Gourmet St,Food City,Cuisineland,support@foodiesdelight.com,7788990011,Chef Charlie,2,2,1,1,2
HealthPlus,Healthcare,300 Wellness Way,Health City,CareLand,contact@healthplus.com,1122334455,Dr. Wellness,0,1,1,0,2
Eco Transport,Automotive,1000 Green Lane,EcoCity,GreenLand,contact@ecotransport.com,889900112,Ivy Green,0,0,0,0,0
Renewable Dynamics,Energy,789 Solar Street,Eco City,Sustainland,info@renewabledynamics.energy,9876543213,Jordan Green,0,0,0,0,0
SolarTech,Energy,50 Sun Street,Bright City,EcoLand,contact@solartech.com,9876543220,Sunny Ray,0,0,0,0,0
InnovateConstruct,Construction,5000 Innovate Blvd,InnovCity,FutureLand,contact@innovateconstruct.com,4567890123,Diana Red,0,0,0,0,0
BuildRight Construction,Construction,606 Build Ave,Construct City,Buildland,info@buildright.com,1122334477,Mr. Build Strong,0,0,0,0,0
Digital Creators,Media,321 Media Lane,Broadcast City,Mediaville,info@digitalcreators.com,8899001122,Media Mike,0,0,0,0,0
Oceanic Ventures,Marine,300 Ocean Dr.,SeaTown,Oceanland,contact@oceanicventures.com,9900556677,Marina Blue,0,0,0,0,0
Innovatech Solutions,Technology,102 Innovation Dr,Techville,Innovatia,support@innovatech.tech,1234567891,Alex Gear,0,0,0,0,0
Tech Innovators Inc.,Technology,100 Silicon St.,Techville,Innovatia,contact@techinnovators.com,1234567890,Innovate Corp,0,0,0,0,0
AgroInnovate,Agriculture,163 Farm Road,Harvest Town,Agroland,info@agroinnovate.com,1556677889,Jordan Fields,0,0,0,0,0
Tech Innovators,Technology,654 Innovator Blvd,Techville,InnovateLand,info@techinnovators.com,1234567899,Alex Innovator,0,0,0,0,0
Quest Ventures,Tourism,1520 Adventure Road,Travel City,Tourland,info@questventures.adv,9988776659,Quest Explorer,0,0,0,0,0
Gastronomy Hub Ltd.,Food & Beverage,62 Gourmet St.,Foodtown,Culinaryland,info@gastronomyhub.com,6677889906,Chef Gourmet,0,0,0,0,0
Eco Builders,Construction,1400 Green St,EcoCity,GreenLand,info@ecobuilders.com,2234567890,Mike Green,0,0,0,0,0
EcoTravel Partners,Travel,2000 Travel Rd.,TravelCity,TravelLand,partners@ecotravelpartners.com,9900111133,Pat Journey,0,0,0,0,0
AutoDrive Motors,Automotive,707 Drive Ave,Motor City,Autoland,contact@autodrive.com,8899001122,Chris Driver,3,4,3,2,3
SmartLearn,Education,5030 Knowledge St,Learnville,EduNation,info@smartlearn.com,6677889903,Dr. Wise,0,0,0,0,0
SecureNet Limited,Cybersecurity,1212 Secure Blvd,Safe City,Secureland,contact@securenet.com,1434455667,Jordan Secure,0,0,0,0,0
Fashion Forward,Retail,505 Style St,Fashionville,Trendland,contact@fashionforward.com,6677889900,Hannah Style,2,2,2,2,2
TravelEase,Travel,800 Travel Rd,Explore City,Traveland,info@travelease.com,7890123456,Sam Red,0,0,0,0,0
EduTech,Education,909 Learn St,Knowledge Town,Learnland,info@edutech.com,1122334455,Jamie Innovator,0,0,0,0,0
Chic Designs,Fashion,207 Style St,Trend City,Fashionland,hello@chicdesigns.fashion,5678905681,Fashionista Mode,0,0,0,0,0
DriveTech Innovations,Automotive,162 Car St,Motor City,Autoland,support@drivetech.mot,1990088993,Daniel Driver,0,0,0,0,0
Auto Innovators,Automotive,303 Drive Blvd,Motor City,Autoland,info@autoinnovators.com,7788990011,Morgan Drive,0,0,0,0,0
Rapid Construction Co.,Construction,770 Build Blvd,Construct City,Buildland,support@rapidconstruct.com,1667788906,Jordan Construct,0,0,0,0,0
Green Energy Corp,Energy,456 Solar St,Eco Town,Sustainia,contact@greenenergy.com,1555987654,Eco Green,0,0,0,0,0
Chic Creations,Retail,407 Style Blvd,Fashion City,Italy,support@chiccreations.com,5566778899,Sophia Couture,0,0,0,0,0
EduLearn Institute,Education,200 Knowledge Ln.,EduCity,LearnLand,info@edulearninstitute.com,9900778899,Jordan White,0,0,0,0,0
GreenTech Solutions Ltd.,Technology,1500 Tech Avenue,TechVille,TechLand,info@greentechsolutons.co,9900223344,Chris Green,0,0,0,0,0
BioLife,Biotechnology,1100 Gene Ave,BioCity,BioLand,contact@biolife.com,123456789,Sam Biologist,0,0,0,0,0
Sustain Homes,Real Estate,711 Greenway,Eco City,Sustainland,info@sustainhomes.com,1122446688,Green Innovator,0,0,0,0,0
AquaTech Systems,Utilities,1070 Cascade Ave,Watertown,Hydroland,contact@aquatech.systems,9988776637,Taylor L. Waters,0,0,0,0,0
HealthCare Plus,Healthcare,202 Health Street,Healthcity,Careland,info@healthcareplus.com,1333444555,Jordan Care,0,0,0,0,0
Eco Builders,Construction,852 Green St,Eco City,Buildland,info@ecobuilders.com,1778899001,Greta Build,0,0,0,0,0
Construction Giants,Construction,951 Build Avenue,Construct City,Buildland,contact@constructiongiants.build,8899001122,Builder Boss,0,0,0,0,0
Eco Builders,Construction,321 Green St,Eco City,Sustainia,support@ecobuilders.com,7788990011,Casey Construct,0,0,0,0,0
Solaris Energy,Energy,654 Solar Ave,SunCity,PowerLand,contact@solarisenergy.com,4567890123,Casey Sun,0,0,0,0,0
EduTech Solutions,Education,101 Learning Ln,EduCity,KnowledgeLand,contact@edutechsolutions.com,9056789012,Prof. Teach,0,0,0,0,0
Eco Power Solutions,Energy,456 Windy Way,Greenville,Germany,contact@ecopowersolutions.de,4987654324,Greta Green,0,1,2,1,1
Mountain Peak Adventures,Tourism,88 Summit Street,Highland,Adventureland,contact@mountainpeakadventures.com,9988776655,Diana Peak,0,0,0,0,0
Foodies Delight,Food & Beverage,321 Gourmet Blvd,Taste Town,Culinary,info@foodiesdelight.food,5566778899,Culinary Ventures,0,0,0,0,0
SafeGuard Security,Security,852 Secure Street,SafeTown,SecureLand,info@safeguard.com,8901234567,Morgan Grey,0,0,0,0,0
EduSmart Learning,Education,101 Knowledge Blvd,Learnville,EduNation,info@edusmart.edu,9900556677,Teach Wise,0,0,0,0,0
