name,sector,address,city,country,email,phone,owner,safety_grievances,pay_grievances,conditions_grievances,treatment_grievances,workload_grievances
Eco Homes,Construction,789 Green Lane,Buildtown,Constructia,homes@ecobuilders.com,5566778894,Alex Construct,0,0,0,0,0
ExploreMore Travels,Travel,507 Journey Rd,TravelCity,ExploreLand,contact@exploremore.com,8901234568,Jordan Voyager,0,0,0,0,0
StyleTrend,Retail,123 Trendy Ave,Fashion City,StyleLand,contact@styletrend.com,5678905678,Olivia Taylor,0,0,0,0,0
Fashion Forward,Fashion,404 Style St,Fashionville,Trendland,support@fashionforward.com,5566778899,Ms. Trendy,0,0,0,0,0
SnackSolutions LLC,Food & Beverage,403 Market Street,Food Town,GourmetLand,contact@snacksolutions.com,1122334458,Jamie Cook,0,0,0,0,0
LearnTech Innovations,Education,655 Learning St,Eduville,Knowland,support@learntechinnovations.com,1334455668,Jordan Teach,0,0,0,0,0
Chef's Choice,Food,127 Gourmet St,Food City,Cuisineland,support@chefschoice.com,8877665548,Chef Savory,0,0,0,0,0
SmartHomes Inc.,Real Estate,55 Living Street,HomeCity,Houseland,contact@smarthomes.com,1213141516,Home Builder,0,0,0,0,0
Foodies Delight,Food & Beverage,123 Gourmet Rd,Foodtown,Culinaryland,contact@foodiesdelight.com,2233445566,Chef Cook,0,0,0,0,0
EduWorld,Education,77 Learn Ave,Edu City,KnowledgeLand,info@eduworld.com,1999000111,Prof. Edu Wise,0,0,0,0,0
InnovatePioneers,Technology,604 Innovation Dr.,TechVille,TechLand,contact@innovatepioneers.com,9900889904,Alex Innovate,0,0,0,0,0
TechInnovate,Technology,1500 Tech Park,Innovation City,Techland,contact@techinnovate.com,2233445567,Jordan Tech,0,0,0,0,0
Explorer's Edge,Tourism,814 Summit Street,Adventure City,Explorland,info@explorersedge.com,1444555669,Morgan Explorer,0,0,0,0,0
Sea Green Manufacturing,Manufacturing,789 Ocean Drive,Seaside,Atlantis,support@seagreen.com,1234567890,Jill Blue,0,0,0,0,0
EduTech Innovators,Education,400 Learning Ln,Knowledgetown,Learnia,contact@edutech.innovate,2233445566,Professor Insight,0,0,0,0,0
EcoBuild Corp,Construction,45 Greenway Blvd.,EcoCity,EcoLand,contact@ecobuildcorp.com,9900334455,Jamie Stone,2,0,1,0,0
GreenFuture,Environment,3000 Greenway Blvd,Eco City,Sustainland,info@greenfuture.com,2345678901,Greta Green,0,0,0,0,0
Digital Dreams,Technology,852 Cyber Ave,Techville,Innovatia,support@digitaldreams.com,1415161718,Dream Corp,2,3,2,3,4
Innovatech Labs,Technology,456 Future Blvd,Tech City,Innovateland,info@innovatech.labs,1122446688,Gadget Gear,0,0,0,0,0
Auto Innovators,Automotive,159 Drive Blvd,Motor City,Autoland,info@autoinnovators.com,1556677889,Henry Fordson,0,0,0,0,0
Style Innovators,Fashion,58 Style St,Trend City,Fashionia,contact@styleinnovators.fash,1445566779,Jordan Mode,0,0,0,0,0
EduSmart,Education,789 Learning St,Edu City,EduLand,info@edusmart.com,9876543212,Prof. Learn,0,1,0,0,0
BuildRight Ltd.,Construction,124 Construct Lane,Build City,Constructia,info@buildright.com,1122334456,Alex Right,0,0,0,0,0
Health First,Healthcare,99 Wellness Blvd,Health City,Careland,contact@healthfirst.com,1122334455,Jamie Care,0,0,0,0,0
TechSavvy Innovations,Technology,1400 Innovate Ave,Tech City,Innovland,info@techsavvy.sol,1415161718,Innovate Mind,0,0,0,0,0
AgriGrowth Ltd,Agriculture,202 Farm Road,Harvest Town,Agroland,contact@agrigrowth.com,9876543210,Farmer Fred,0,0,0,0,0
Constructo Engineering,Construction,336 Builder St.,Constructopolis,Buildland,engineering@constructo.com,5566778898,Jordan A.,0,0,0,0,0
Quantum Dynamics,Information Technology,128 Innovation Drive,Techville,Futuristan,info@quantum.dynamics,1234567895,Morgan Quantum,0,0,0,0,0
AgriGrowth,Agriculture,303 Farm Rd,Agro City,Farmville,info@agrigrowth.com,1666777888,Chris Farmer,0,0,0,0,0
Green Energi Corp.,Energy,456 Solar St,Eco City,Greenland,contact@greenenergi.green,2345678901,Eco Friendly,0,0,0,0,0
Foodies Delight,Hospitality,700 Gourmet Avenue,FoodTown,TasteLand,info@foodiesdelight.com,7890123456,Grace Red,0,0,0,0,0
BuildSmart,Construction,401 Green St,Buildtown,Constructia,info@buildsmart.construct,1122334456,Alice Green,0,0,0,0,0
SmartHome Devices,Technology,1500 Smart St,Gadget City,Innovatia,info@smarthome.dev,1990167890,Device Diva,0,0,0,0,0
UrbanTech Solutions,Technology,303 Urban Ave.,UrbanCity,UrbanLand,info@urbantech.com,9900889900,Urban Smith,0,0,0,0,0
Foodies Delight,Food & Beverage,456 Gourmet St,Foodtown,Cuisineland,support@foodiesdelight.com,2233445566,Fiona Chef,0,0,0,0,0
Health First,Healthcare,500 Wellness Rd,Healthville,Careland,info@healthfirst.care,9988774433,Dr. Well,0,0,0,0,0
TechNova Solutions,Technology,500 Tech Park,Innovate City,Techland,support@technova.solutions,9988776677,Nova Tech,0,0,0,0,0
Airline Pioneers,Aviation,890 Flight Path,Sky City,Airland,support@airlinepioneers.com,1778899001,Avery Flight,0,0,0,0,0
SkyHigh Aerospace,Aerospace,404 Sky St.,SkyCity,SkyLand,contact@skyhigh.com,9900990011,Sky Pilot,1,0,0,0,0
MountainPeak Resorts,Hospitality,505 Summit Ave,Highland,Touristia,contact@mountainpeak.com,5678901234,Sam Summit,0,0,0,0,0
Windstream Innovations,Renewable Energy,1300 Windy Lane,BreezyTown,Windland,info@windstreaminnovations.com,2345678906,Breeze Holdings,0,0,0,0,0
EcoFashion,Fashion,789 Style St,Fashion City,Stylia,info@ecofashion.com,2233445567,Ms. Style,0,0,0,0,0
Culinary Creations,Food,600 Gourmet Ave,Taste City,FoodLand,hello@culinarycreations.com,5566778899,Jamie Cook,0,0,0,0,0
LearningTech Corp,Education,104 Knowledge Ave,LearnCity,EduNation,contact@learningtech.com,6677889903,Dr. Edu Sharp,0,0,0,0,0
BrightFuture Education,Education,654 Knowledge Ave,LearnTown,EduLand,info@brightfuture.com,6789012345,Taylor Teach,0,0,0,0,0
TechSavvy Solutions,Technology,1100 Innovation Dr,TechCity,Innovland,support@techsavvy.com,9900334470,Gina Tech,0,0,0,0,0
Urban Builders,Construction,101 Build Blvd,Construct City,Buildland,info@urbanbuilders.com,5566778899,Charlie Construct,0,0,0,0,0
Tech Titans,Technology,369 Innovation Rd,TechCity,InnovateLand,info@techtitans.com,4456789031,Tech Titan,0,2,1,1,3
Auto Innovate,Automotive,1111 Drive Rd,Auto City,Carland,info@autoinnovate.com,8899001122,Andy Auto,0,0,0,0,0
Fashion Forward,Retail,654 Style Street,FashionVille,Trendland,contact@fashionforward.com,3344556677,Anna Trend,0,1,0,1,0
EcoEnergy Solutions,Energy,303 Solar Blvd,Sun City,Energland,contact@ecoenergy.com,1122778899,Casey Sun,0,0,0,0,0
Eco Green Solutions,Environmental,789 Green Lane,Greenville,Utopia,support@ecogreen.com,9988776655,Carol Green,0,0,0,0,0
TechnoGearz Partners,Technology,105 Innovation Drive,Techville,Innovatia,partners@technogears.tech,1234567894,Morgan Tech,0,0,0,0,0
EcoWind Turbines,Manufacturing,56 Green Lane,Greenville,Leafland,support@ecowind.turbines,4455667803,Leaf Green,0,0,0,0,0
LearnSmart Technologies,Education,108 Learning Ave,Knowledge Town,Learnia,contact@learnsmarttechnologies.com,4455667795,Alex Scholar,0,0,0,0,0
Eco Innovations,Energy,124 Green Rd,EcoCity,Sustainland,contact@ecoinnovations.com,9876543211,Liam Green,0,0,0,0,0
SkyHigh Aviation,Aerospace,101 Flight Path,Aeroville,Skyland,info@skyhighaviation.com,2233445566,Avery Flight,0,0,0,0,0
Fashion Forward,Fashion,404 Style Street,Fashion City,Trendland,info@fashionforward.fashion,8889990001,Style Icon,0,0,0,0,0
Innovative Learning Hub,Education,789 Innovation Ave,Learn City,EduNation,contact@innovativelearninghub.com,1223344563,Prof. Smart,0,1,0,0,0
BuildSmart,Construction,951 Construct Blvd,BuildCity,ConstructLand,info@buildsmart.com,3344778899,Taylor Build,0,0,0,0,0
HealthFirst Medical,Healthcare,4000 Wellness Blvd,Healthtown,Careland,info@healthfirst.care,1555000777,Dr. Emily Care,0,0,0,0,0
FashionForward,Fashion,1000 Style St,Fashion City,StyleLand,contact@fashionforward.com,4455667788,Jamie Style,0,0,0,0,0
BlueWave Industries,Manufacturing,2020 Ocean Drive,Seaside,Aquaterra,info@bluewave.com,1234567890,Sam Blue,2,1,0,0,0
Eco Innovators,Technology,123 Green Avenue,Eco City,Techland,eco@techinnovators.com,1234567890,Jamie Lee,0,0,0,0,0
Foodies Delight,Food & Beverage,456 Gourmet St,Foodtown,Cuisineland,contact@foodiesdelight.food,9090123456,Chef Tasty,0,0,0,0,0
Farm Fresh Co.,Agriculture,80 Harvest Rd,Farmville,Agroland,hello@farmfresh.co,3344556679,Farmer Fields Jr.,0,0,0,0,0
Style Innovators,Fashion,78 Trend St,Fashion City,Stylia,info@styleinnovators.com,1555456789,Ms. Fashion Icon,0,0,0,0,0
EduTech Pioneers,Education,321 Learning Lane,Edu City,Learnland,info@edutech.pioneers,2233445566,Professor Learn,0,0,0,0,0
AgroWorld,Agriculture,1400 Harvest Rd,Agro City,FarmLand,info@agroworld.com,1516171819,Chris Harvest,0,0,0,0,0
TechSavvy Innovations,Technology,202 Tech Blvd,Innovate City,TechLand,support@techsavvy.com,23005554321,Innovate Group,0,0,0,0,0
Mason & Co. Builders,Construction,789 Builder Avenue,Constructopolis,Buildland,info@masonco.com,2233445572,Taylor Mason,16,13,11,9,12
Wellness Retreats,Hospitality,1212 Relaxation Rd,Tranquil Town,Peacefulia,info@wellnessretreats.com,1314151617,Host Calm,0,0,0,0,0
Digital Dynamics,Technology,25 Digital Drive,Tech City,Gadgetland,info@digitaldynamics.tech,1122334458,Gadget Group,0,0,0,0,0
FreshBreeze Air,Aviation,1111 Skyway Blvd,Aero City,Flyland,info@freshbreeze.air,1122334455,Morgan Wind,0,0,0,0,0
TravelWise Agency,Travel,987 Journey Rd,Adventure City,USA,contact@travelwiseagency.com,1990011223,Traveler Explore,0,0,0,0,0
Innovatech,Technology,1111 Progress Blvd,Techville,Innovatia,info@innovatech.inn,9876543214,Progressive Thinker,0,0,0,0,0
Auto Innovate,Automotive,753 Drive St,Autotown,Motoria,contact@autoinnovate.com,6677889901,Henry Motor,0,0,0,0,0
Urban Builders,Construction,789 Build Blvd,Construct City,Buildland,info@urbanbuilders.com,1122334455,Chris Stone,0,0,0,0,0
EcoWave Energy,Energy,800 Wave Street,Eco City,Ecotopia,info@ecowave.com,1333222001,Wavey Eco,0,0,0,0,0
Media Masters,Media,753 Broadcast Blvd,Media City,Mediatopia,contact@mediamasters.com,1987654321,Media Mogul,1,1,1,1,1
EcoPower Innovations,Energy,322 Power Dr.,EnergyCity,EcoLand,info@ecopowerinnovations.com,9988776655,Jordan Power,0,0,0,0,0
Global Finance,Finance,1212 Money Blvd,Finance City,Wealthland,info@globalfinance.com,1314151617,Oscar Wealth,0,0,0,0,0
Fashion Forward,Fashion,303 Style Boulevard,Trendtown,Vogue Nation,hello@fashionforward.fash,1122334455,Style Icon,0,0,0,0,0
FutureBuild Co,Construction,1212 Future Ave,Future City,Futuraland,contact@futurebuild.com,1213141516,Taylor Future,0,0,0,0,0
EduSmart,Education,34 Knowledge Lane,Learnville,Educatia,info@edusmart.com,1556677222,Chris Educator,0,0,0,0,0
TravelTime,Travel,707 Journey Ave,Explore City,Traveland,info@traveltime.com,8899001122,Tina Traveler,0,0,0,0,0
Retail Leaders,Retail,99 Shop St,Retail City,Shopland,contact@retailleaders.com,9988776655,Shop Keeper,0,0,0,0,0
Constructive Innovations,Construction,654 Innovation St,Innovate City,USA,info@constructive.innovations,2334455667,Innovator Build,0,0,0,0,0
FinSecure Bank,Finance,700 Money St,Banktown,FinanceLand,contact@finsecure.com,5566778899,Jordan Cash,0,0,0,0,0
Culinary Delights,Food & Beverage,164 Gourmet Rd,Food City,Culinaryland,delights@culinarydelights.com,1556677889,Morgan Chef,0,0,0,0,0
Innovative Solutions Ltd.,Technology,1300 Innovation Dr,Tech City,Techland,support@innovativesolutions.com,1901234567,Jordan Developer,0,0,0,0,0
Constructo Design,Construction,330 Builder Street,Constructopolis,Buildland,design@constructo.con,5566778892,Jordan Alex,0,0,0,0,0
Gourmet Delights,Food & Beverage,123 Flavor Street,Gourmet City,Gastronomia,info@gourmetdelights.food,9900112233,Chef Savory,0,0,0,0,0
FinServe,Finance,951 Money St,Finance City,Bankland,info@finserve.finance,8899001122,Sam Finance,0,0,0,0,0
GreenField Enterprises,Agriculture,459 Crop Circle,Harvest Town,USA,support@greenfield.com,4455667791,Farmer Fields Jr.,0,0,0,0,0
Tech Innovators Inc.,Technology,100 Tech Park,Innovate City,TechLand,info@techinnovators.com,1234567890,Sam Tech,0,0,0,0,0
FinSecure,Finance,202 Money Street,FinanceCity,WealthLand,info@finsecure.com,3344556677,Morgan Wealth,0,0,0,0,0
Wellness Group,Healthcare,457 Wellness Blvd,Healthtown,Mediland,group@wellnessgroup.com,3334445556,Dr. Care,0,0,0,0,0
EcoEnergy Solutions,Energy,303 Solar St,Green City,Ecoland,info@ecoenergysolutions.com,1445566778,Casey Eco,0,0,0,0,0
FinServe Bank,Finance,808 Money St,Finance City,Bankland,contact@finserve.com,8899001122,Morgan Cash,0,0,0,0,0
Fashion Forward,Retail,22 Style St,Fashion City,Trendland,contact@fashionforward.com,4433221100,Style Icon,0,0,0,0,0
Eco Builders,Construction,808 Green St,Build City,Constructland,contact@ecobuilders.com,6677889900,Builder Bob,0,0,0,0,0
GreenBuild Estates,Real Estate,370 Eco Street,Green City,EcoLand,info@greenbuild.estates,2223344557,Eco Developer,0,0,0,0,0
Digital Dynamics,Technology,808 Tech Park,Innovate City,Techland,support@digitaldynamics.com,9900112233,Taylor Digital,0,0,0,0,0
EcoLiving,Real Estate,456 Green St,Eco City,Sustainland,info@ecoliving.real,1555765432,Eco Friendly,0,0,0,0,0
EduTech Pioneers,Education,321 Learning Lane,Edu City,Knowledgia,contact@edutech.pioneers,2233445566,Prof. Learn,0,0,0,0,0
CraftTech Solutions,Manufacturing,125 Industrial Ave,Techville,Innovatia,contact@crafttech.com,1234567891,Jamie Forge,1,0,0,0,0
Sustain Energy Co,Energy,5678 Solar Rd,Green City,Sustainland,info@sustainenergy.co,1777000225,Morgan Green,0,0,0,0,0
Design Innovators,Architecture,666 Design Ave,Design City,Archland,contact@designinnovators.com,1617181920,Casey Design,0,0,0,0,0
Constructo Supply Co.,Construction,331 Builder Street,Constructopolis,Buildland,contact@constructosupply.com,5566778893,Jamie Jordan,0,0,0,0,0
Logistics Leaders,Logistics,1400 Transport Rd,Logistics City,Netherlands,info@logisticsleaders.com,31123456789,Hans de Vries,0,0,0,0,0
Health First,Healthcare,99 Wellness Way,Healthville,Careland,contact@healthfirst.com,2233445566,Alex Care,0,0,0,0,0
Future Tech Corp,Technology,125 Tech Avenue,Innovate City,Techland,support@futuretechcorp.com,1234567892,Jordan Lee,0,0,0,0,0
Skyline Constrction,Construction,1010 Skyline Blvd,Design City,Archland,contact@skylineconstruction.com,1112131415,Morgan Design,0,0,0,0,0
MediaWave Productions,Media,1200 Broadcast Blvd,MediaCity,WaveLand,info@mediawaveproductions.com,9033456789,Kara Indigo,0,0,0,0,0
EcoBuild Constructors,Construction,321 Build Street,Construct City,BuildLand,info@ecobuild.com,3456789012,Sam Green,0,0,0,0,0
Innovatech Labs,Technology,1111 Progress Blvd,Techville,Innovatia,labs@innovatech.inn,9876543221,Lab Innovator,0,0,0,0,0
Sports Champions,Sports,1212 Victory Road,Sports City,Athletica,info@sportschampions.sport,1213141516,Athlete Star,0,0,0,0,0
Green Energy Solutions,Energy,202 Solar St,Eco Town,Sustainia,info@greenenergysolutions.com,1555400456,Jordan Green,0,0,0,0,0
Eco Energy,Energy,444 Solar St,Energy City,Ecoland,contact@ecoenergy.energy,1666777888,Pat Power,0,0,0,0,0
FitnessPro Gym,Fitness,909 Muscle Blvd,Fit City,Healthland,info@fitnessprogym.com,1011121314,Chris Fit,0,0,0,0,0
Retail Giants,Retail,1400 Shop Ave,Retail City,Shopland,support@retailgiants.com,6677885544,Liam Yellow,2,2,2,2,2
Fashionista Trends,Fashion,33 Vogue Street,Style City,Trendland,info@fashionista.com,5544332211,Fashion Guru,0,0,0,0,0
JetStream Logistics,Transportation,2 Flight Ave,Air City,Aeroland,support@jetstreamlogistics.com,4455667801,Jet Stream,0,0,0,0,0
GreenTech Innovations,Energy,128 Green Rd,EcoCity,Sustainland,contact@greentechinnovations.com,9876543215,Lucas Green,0,0,0,0,0
Sustainable Energy Corp,Energy,123 Greenway Blvd,Eco Town,Sustainland,contact@sustainableenergy.com,9876543212,Jordan Green,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Avenue,Tech City,Innovatia,info@techinnovators.com,1234567890,Innovate Holdings,0,0,0,0,0
Digital Dreams,Technology,852 Pixel St,Tech City,Innovatia,info@digitaldreams.com,1778899001,Alex Dream,0,0,0,0,0
Health First Clinic,Healthcare,789 Wellness Blvd,Health City,Careland,support@healthfirst.com,1122334455,Chris Care,0,0,0,0,0
Innovate Tech Group,Technology,123 Tech Ave,Innovate City,TechLand,group@innovate.com,1234567896,Alex Group,0,0,0,0,0
Sports Stars,Sports,1212 Champion Rd,Athlete City,Sportland,support@sportsstars.com,5678901235,Coach Victory,0,0,0,0,0
Green Energy Corp,Energy,456 Greenway Blvd,Eco Town,Sustainia,info@greenenergycorp.com,9876543210,Sam Green,0,0,0,0,0
Digital Enterprises,Technology,1400 Enterprise Ave,Innovate City,Techland,support@digitalenterprises.com,6677889912,Enterprise Group,0,0,0,0,0
Eco Builders,Construction,77 Green Lane,Eco City,Buildland,info@ecobuilders.com,1555234567,Eco Builder,0,0,0,0,0
Oceanic Ventures,Marine,99 Ocean Ave,Seaside,Aquatica,info@oceanicventures.ma,1555009021,Marina Wave,0,0,0,0,0
Culinary Journeys,Food & Beverage,8005 Gourmet Rd,Foodtown,Culinaryland,journeys@culinaryjourneys.food,1555000228,Jamie Chef,0,0,0,0,0
TravelWise Agency,Travel,789 Journey Rd,Travel City,Voyageland,contact@travelwiseagency.com,1333444555,Mr. Travel Expert,0,0,0,0,0
SecureTech Security,Security,606 Safe Street,Secure City,Protectia,support@securetech.sec,7788990011,Guard Shield,0,0,0,0,0
Fashion Trends Inc.,Retail,501 Style St,Fashion City,Trendland,support@fashiontrends.com,9988776656,Taylor Fashionista,0,0,0,0,0
UrbanBuild Developments,Construction,198 Urban St,Build City,Constructland,support@urbanbuild.dev,1415161718,Urban Builder,0,0,0,0,0
TechWave,Technology,101 Tech Park,Innovate City,Techland,contact@techwave.com,1234567890,Alice Johnson,0,0,0,0,0
Eco Warriors,Environment,1300 Green Lane,Eco City,Sustainland,contact@ecowarriors.com,9876543210,Eco Holdings,0,0,0,0,0
Construct Pioneers,Construction,1000 Build St,Construct City,Buildland,hello@constructpioneers.build,9012345678,Builder Barry,0,0,0,0,0
City Constructors,Construction,415 Build St,Construct City,BuildLand,info@cityconstructors.com,2233445576,Jordan Plan,0,0,0,0,0
Foodies United,Food & Beverage,77 Culinary St,Gourmet Town,Flavoria,info@foodiesunited.com,1122334455,Chef Delight,0,0,0,0,0
TechVille Enterprises,Information Technology,126 Innovation Drive,Techville,Futuristan,hello@techvilleenterprises.com,1234567894,Alex Q.,2,6,3,1,5
SunnyTech Innovations,Technology,123 Solar St,Sunnytown,Solaria,contact@sunnytech.sol,1234567890,Ray Sun,0,0,0,0,0
AquaPure Water,Utilities,123 Aqua Lane,WaterTown,UtilityLand,support@aquapure.com,123456789,Jamie Aqua,0,0,0,0,0
GeneLife Innovations,Biotechnology,1414 Bio Street,Biotown,Bioland,support@genelife.sci,9988776655,Life Gene,0,0,0,0,0
Health Oasis,Healthcare,302 Wellness Blvd,Health City,Careland,support@healthoasis.care,1987654323,John Smith,0,0,0,0,0
EcoEnergy,Energy,23 Power St,Energy City,Greenland,contact@ecoenergy.com,1556677333,Greta Power,0,0,0,0,0
MediaMinds,Media,1000 Broadcast Blvd,Media City,Mediatopia,info@mediaminds.com,7788990011,Taylor Broadcast,0,0,0,0,0
Edu Innovators,Education,321 Learning Ln,Edu City,Learnland,contact@eduinnovators.edu,1888999000,Jamie Teach,0,0,0,0,0
AutoDrive Parts,Automotive,1103 Drive St,Motor City,Autoland,support@autodriveparts.com,8899001155,Taylor Drive,0,0,0,0,0
Wave Solutions,Technology,1300 Innovation Dr,Tech City,Techland,hello@wavesolutions.com,1901234567,Morgan Builder,0,0,0,0,0
Eco Enterprises,Environmental,33 Greenway,Eco City,Greentopia,contact@ecoenterprises.env,1555009026,Leaf Green,0,0,0,0,0
Auto Innovators,Automotive,1100 Drive St,Motor City,Autoland,contact@autoinnovators.com,1789012345,Morgan Driver,3,2,2,1,2
Green Energy Partners,Energy,456 Solar Street,Eco Town,Sustainland,partners@greenenergysolutions.com,9876543215,Jordan Green,0,0,0,0,0
EduWorld Learning,Education,789 Knowledge Ave,LearnCity,EduNation,info@eduworld.com,1122334455,Carol Edu,0,0,0,0,0
MediCare Solutions,Healthcare,1010 Health St,Care City,Healthland,contact@medicaresolutions.com,12111222333,Alex Health,0,0,0,0,0
FinSecure Bank,Finance,900 Money Blvd.,FinanceCity,Bankland,support@finsecurebank.com,9900223344,Banker Bill,0,0,0,0,0
Windy Heights Ltd.,Renewable Energy,202 Windy Way,BreezyTown,Windland,contact@windyheights.com,2345678901,Breeze Holdings,0,0,0,0,0
TechWave Labs,Technology,616 Silicon St,Techville,Innovatia,labs@techwave.com,7788990111,Dr. Lab,0,0,0,0,0
Knowledge Hub,Education,62 Knowledge Ln,LearnVille,EduLand,info@knowledgehub.com,6677889903,Edu Group,0,0,0,0,0
Healing Hands Co.,Healthcare,815 Health Blvd,Health City,Healthland,hello@healinghands.health,9988776660,Wellness Guide,0,0,0,0,0
AgriGrowth,Agriculture,202 Farm Rd,AgriCity,FarmLand,contact@agrigrowth.com,3344556677,Jack Farmer,0,0,0,0,0
AgriGrowth,Agriculture,202 Farm Lane,AgroCity,FarmLand,contact@agrigrowth.com,3344556677,Farmer Joe,0,0,0,0,0
Digital Dreams,Media,1010 Vision Street,Media City,Dreamland,info@digitaldreams.com,123456789,Visionary,0,0,0,0,0
Gourmet Bites,Food & Beverage,701 Gourmet St,Foodtown,Cuisineland,contact@gourmetbites.com,4455667789,Chef Taste,0,0,0,0,0
Healthy Foods Ltd,Food,45 Organic Ln,Foodtown,UK,info@healthyfoodsltd.co.uk,441234567890,Mary Health,0,0,1,0,0
Edu World,Education,777 Learning Ln,Edu City,EduNation,contact@eduworld.com,1776655443,Prof. Knowledge,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Avenue,Tech City,Innovatia,info@techinnovators.com,1234567890,Jamie Tech,0,0,0,0,0
GreenEnergy Corp,Energy,200 Solar Street,Sunnytown,EcoLand,info@greenenergycorp.com,9876543210,Sam Green,1,0,2,1,1
HealthCare Solutions,Healthcare,1414 Wellness Way,Health City,Careland,info@healthcaresolutions.com,7766554433,Dr. Care,0,0,0,0,0
FinSecure Ltd.,Finance,654 Money Blvd,Finance City,MoneyLand,contact@finsecure.com,5566778899,Alex Cash,0,0,0,0,0
BrightFuture Education,Education,909 Learn Ave,Knowledge City,EduNation,info@brightfuture.edu,2555666777,Prof. Bright,0,0,0,0,0
Tech Innovators LLC,Technology,123 Tech Park,Innovate City,Techland,contact@techinnovators.tech,1234567890,Innovator Prime,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Ave,Techville,Innovatia,info@techinnovators.tech,1234567890,Jordan Tech,0,0,0,0,0
Home Comforts,Home & Living,707 Cozy St,Homeland,Comfortia,contact@homecomforts.com,5566778899,Comfort King,0,0,0,0,0
Artistic Expressions,Arts & Culture,147 Creative Blvd,Art City,Creativia,info@artisticexpressions.com,9900112233,Art Creator,0,0,0,0,0
TechnoGears Ltd,Technology,123 Innovation Drive,Tech City,Innovatia,contact@technogearsltd.com,1122334455,Alex Gear,0,0,0,0,0
Green Energy Corp,Energy,200 Solar Ave,Sunnytown,EcoLand,info@greenenergy.eco,9876543210,Sam Green,0,0,0,0,0
Wellbeing Group,Healthcare,321 Wellbeing Rd,Wellness City,Healthland,contact@wellbeinggroup.com,1122334455,Taylor Well,0,0,0,0,0
AgriGrow,Agriculture,444 Farm Lane,Agri City,Farmland,support@agrigrow.com,1122334455,Mr. Farmer,0,0,0,0,0
Tech Titans,Technology,15000 Innovation Dr,Tech City,Innovatia,contact@techtitans.com,1617181920,Tech Giant,0,0,0,0,0
Digital Dreams,Media,1000 Media Ave,Broadcast City,Mediatopia,info@digitaldreams.com,2211334455,Anna Black,0,1,0,1,0
EduLearn,Education,101 Knowledge Ln,LearnCity,EduNation,info@edulearn.com,2233445566,Ian Instructor,0,0,0,0,0
Skyline Constructions,Construction,789 Build Blvd,Construct City,Buildland,info@skyline.build,3456789012,Build Masters,0,0,0,0,0
CrispCraze Foodz,Food & Beverage,2255 Crunch St,Flavor City,Gourmetland,info@crispcraze.foods,1999000226,Morgan Spice,0,0,0,0,0
TechBuild,Technology,2000 Tech Park,TechVille,InnovLand,contact@techbuild.com,1234567890,Alice Green,0,0,0,0,0
Tech Innovators,Technology,123 Tech Lane,Innovate City,TechLand,info@techinnovators.com,1234567890,Alice Tech,0,1,0,0,1
Tech Innovators,Technology,100 Innovation Dr,Techville,Innovatia,info@techinnovators.com,1234567890,Sam Tech,0,0,0,0,0
FinTech Innovators,Finance,404 Money Road,Banktown,Wealthland,support@fintechinnovators.com,1556677889,Wealth Group,0,0,0,0,0
MediCare,Healthcare,666 Health Blvd,HealthCity,CareLand,contact@medicare.com,9900112233,Kara Care,0,0,0,0,0
Tech Innovators,Technology,123 Silicon Avenue,Techville,Innovatia,info@techinnovators.com,1234567890,Jamie Lee,0,0,0,0,0
Gourmet Delights,Food & Beverage,123 Flavor Street,Culinary City,Foodland,contact@gourmetdelights.com,6677889907,Chef Aroma,0,0,0,0,0
Fitness Hub,Fitness,909 Muscle Blvd,Fit City,Healthland,support@fitnesshub.com,2111222333,Fit Pro,0,0,0,0,0
HealthFirst,Healthcare,12 Wellness Way,HealthTown,CareLand,support@healthfirst.com,1122334455,Dr. Helen Care,0,0,0,0,0
Media Connect,Media,951 Broadcast Ln,Media City,Mediaville,contact@mediaconnect.com,1889900112,Jamie Broadcast,0,0,0,0,0
Finance Gurus,Finance,1000 Money St,Finance City,Moneyland,contact@financegurus.com,1122334455,Pat Finance,0,0,0,0,0
HealthFirst,Healthcare,4000 Wellness St,Healthtown,Careland,support@healthfirst.com,3456789012,Dr. Heal Good,0,0,0,0,0
AgriGrowth,Agriculture,753 Farm Lane,Agri City,Farmville,info@agrigrowth.com,7788990011,Morgan Farm,0,0,0,0,0
EcoWealth Partners,Finance,802 Finance Ave.,FinanceCity,FinanceLand,info@ecowealthpartners.com,9900889902,Jamie Rich,0,0,0,0,0
Tech Innovators,Technology,101 Silicon Ave,Techville,Innovatia,contact@techinnovators.com,1234567890,Alex Tech,0,0,0,0,0
TechCorp,Technology,123 Tech Lane,Innovate City,Techland,contact@techcorp.com,1234567890,Mr. Innovate,0,0,0,0,0
EcoTech,Technology,1100 Green Tech Road,Eco City,GreenLand,contact@ecotech.com,9900112233,Eco Innovator,1,0,2,0,2
Edu Future,Education,789 Learning Ave,Knowledge City,Learnland,info@edufuture.com,1122334455,Learn Group,0,0,0,0,0
BuildIt Construction,Construction,22 Builder St,Constructville,Buildland,contact@buildit.com,1122446688,Builder Bob,0,0,0,0,0
