entity_id,entity_flags,network_id,network_entities,network_flags,flagged,flags/entity,flagged/unflagged
GourmetBeverages,0,378,9,42,2,4.67,0.29
TravelWorld,13,334,9,21,2,2.33,0.29
Adventure Awaits,0,334,9,21,2,2.33,0.29
TravelWings Agency,0,334,9,21,2,2.33,0.29
Harvest Gold Farms,0,92,9,11,2,1.22,0.29
AquaStream Enterprises,0,373,9,10,2,1.11,0.29
AgroInnov8,0,92,9,11,2,1.22,0.29
FreshHarvest Farms,0,92,9,11,2,1.22,0.29
BuildSmart Technologies,0,251,18,66,4,3.67,0.29
HarvestFresh Farms,5,92,9,11,2,1.22,0.29
Sea Green Manufacturing,0,373,9,10,2,1.11,0.29
SmartBuild Enterprises,0,251,18,66,4,3.67,0.29
AquaWave Enterprises,9,373,9,10,2,1.11,0.29
Car Creations,0,373,9,10,2,1.11,0.29
BuildSmart Innovations,0,251,18,66,4,3.67,0.29
Smart Builders Inc,0,251,18,66,4,3.67,0.29
BuildSmart Enterprises,0,251,18,66,4,3.67,0.29
SmartBuld Enterprises,0,251,18,66,4,3.67,0.29
Journey Adventures,0,40,23,32,5,1.39,0.28
Bright Horizon Academy,0,40,23,32,5,1.39,0.28
Expedition Experts,0,40,23,32,5,1.39,0.28
Chic Couture,0,40,23,32,5,1.39,0.28
TravelEasy,0,40,23,32,5,1.39,0.28
TravelEase Agency,5,40,23,32,5,1.39,0.28
FutureBright Learning,3,40,23,32,5,1.39,0.28
TravelWise,0,40,23,32,5,1.39,0.28
Tech Innovators,112,396,23,197,5,8.57,0.28
ProTech Builders,0,396,23,197,5,8.57,0.28
Gastronomy Innovations,0,396,23,197,5,8.57,0.28
Tech Innovators Plus,0,396,23,197,5,8.57,0.28
TechnoGenius Inc,0,396,23,197,5,8.57,0.28
Digital Enterprises,0,396,23,197,5,8.57,0.28
Bright Horizonz Academy,0,40,23,32,5,1.39,0.28
TravelEase Agncy,0,40,23,32,5,1.39,0.28
Eco Power,0,203,23,41,5,1.78,0.28
EcoPower Solutons,0,203,23,41,5,1.78,0.28
Bright Horizons Daycare,0,40,23,32,5,1.39,0.28
Voyage Ventures,0,40,23,32,5,1.39,0.28
Journey Masters,0,40,23,32,5,1.39,0.28
TrendSet Apparel,0,40,23,32,5,1.39,0.28
Tourland Travels,0,40,23,32,5,1.39,0.28
Dawn Education Hub,0,40,23,32,5,1.39,0.28
EcoPower,0,203,23,41,5,1.78,0.28
Eco Power Systems,0,203,23,41,5,1.78,0.28
EcoPower Solutions,0,203,23,41,5,1.78,0.28
Eco Power Ltd,0,203,23,41,5,1.78,0.28
Eco Power Innovations,3,203,23,41,5,1.78,0.28
GreenFields Co,5,40,23,32,5,1.39,0.28
AgriGroth Farms,0,78,23,136,5,5.91,0.28
EcoPower Corp,0,203,23,41,5,1.78,0.28
Eco Power Solutions,5,203,23,41,5,1.78,0.28
EcoPower Innovations,0,203,23,41,5,1.78,0.28
Eco Power Solutons,0,203,23,41,5,1.78,0.28
Eco Power Corp,0,203,23,41,5,1.78,0.28
EcoWorld Power,0,203,23,41,5,1.78,0.28
Harvest Innovations,11,78,23,136,5,5.91,0.28
AgroTech Solutions,0,78,23,136,5,5.91,0.28
HarvestHub,0,78,23,136,5,5.91,0.28
GreenGrowth Farms,0,78,23,136,5,5.91,0.28
AgriFuture Fields,0,78,23,136,5,5.91,0.28
FutureLearn Institute,0,299,14,38,3,2.71,0.27
Edu Future,0,299,14,38,3,2.71,0.27
MedCare Solutions,0,299,14,38,3,2.71,0.27
EduLeaders Institute,0,299,14,38,3,2.71,0.27
Edu Leaders,0,299,14,38,3,2.71,0.27
EduFuture,6,299,14,38,3,2.71,0.27
FutureEdu,0,299,14,38,3,2.71,0.27
EduLeaders,0,299,14,38,3,2.71,0.27
EduFuture Inc,0,299,14,38,3,2.71,0.27
Agriculture Advance,0,73,14,26,3,1.86,0.27
Foodie Farms,5,73,14,26,3,1.86,0.27
AgriGuard,0,73,14,26,3,1.86,0.27
Future Foods Inc,0,73,14,26,3,1.86,0.27
Future Foods Co,0,73,14,26,3,1.86,0.27
AgriGrowth Ltd,11,73,14,26,3,1.86,0.27
HarvestGold Foods,0,73,14,26,3,1.86,0.27
Sports Gear Co,0,73,14,26,3,1.86,0.27
GreenEnrgy,0,195,19,58,4,3.05,0.27
AgriGrow Ltd,0,73,14,26,3,1.86,0.27
Green Energi Co,0,195,19,58,4,3.05,0.27
Green Energy,0,195,19,58,4,3.05,0.27
GreenEnergy,5,195,19,58,4,3.05,0.27
GreenTech Energy,29,195,19,58,4,3.05,0.27
GreenWorld Energy,0,195,19,58,4,3.05,0.27
Edu Future Co,0,299,14,38,3,2.71,0.27
Harvest Foods,0,73,14,26,3,1.86,0.27
TechEdu Solutions,0,315,14,43,3,3.07,0.27
TechEdu Innovations,0,315,14,43,3,3.07,0.27
Learning Hub,0,315,14,43,3,3.07,0.27
EduTech Ventures,0,315,14,43,3,3.07,0.27
TechEdu Ventures,0,315,14,43,3,3.07,0.27
EcoCity Tech,0,279,29,111,6,3.83,0.26
UrbanTech Developments,0,279,29,111,6,3.83,0.26
Urban Solutions,0,279,29,111,6,3.83,0.26
Urban Living,7,279,29,111,6,3.83,0.26
UrbanLiving Realty,2,279,29,111,6,3.83,0.26
Urban Develpers,0,279,29,111,6,3.83,0.26
Urban Developers Co,0,279,29,111,6,3.83,0.26
UrbanDevelopers,0,279,29,111,6,3.83,0.26
Urban Devlopers,0,279,29,111,6,3.83,0.26
Urban Developers Inc,0,279,29,111,6,3.83,0.26
UrbanGreen Developments,0,279,29,111,6,3.83,0.26
Metro Constructors,0,279,29,111,6,3.83,0.26
Urban Developers,11,279,29,111,6,3.83,0.26
Urban Developers Ltd,10,279,29,111,6,3.83,0.26
Urban Developers Group,0,279,29,111,6,3.83,0.26
Urban Developments,0,279,29,111,6,3.83,0.26
UrbanSpace Realty,10,279,29,111,6,3.83,0.26
StyleInnovators,0,247,20,19,4,0.95,0.25
Chic Creations,5,247,20,19,4,0.95,0.25
ChicInnovations,0,247,20,19,4,0.95,0.25
ChicDesigns,0,247,20,19,4,0.95,0.25
AgriBuild Co,0,74,20,68,4,3.4,0.25
TrendSetters,0,247,20,19,4,0.95,0.25
FashionTrend Boutique,0,244,10,173,2,17.3,0.25
FashionTrend Co,0,244,10,173,2,17.3,0.25
Digital Creations,0,45,15,23,3,1.53,0.25
Fashion Forwarders,0,244,10,173,2,17.3,0.25
MediaPulse Studios,0,45,15,23,3,1.53,0.25
FashionForward,42,243,20,181,4,9.05,0.25
FashionForward Apparel,0,243,20,181,4,9.05,0.25
Eco Fashion House,0,243,20,181,4,9.05,0.25
Fashion Forward Co,0,243,20,181,4,9.05,0.25
AgriGrowth Solutions,0,74,20,68,4,3.4,0.25
Agri Growth,0,74,20,68,4,3.4,0.25
AgroFuture,0,74,20,68,4,3.4,0.25
Fashion Forward,131,244,10,173,2,17.3,0.25
Verdant Growth Ltd,0,74,20,68,4,3.4,0.25
Earths Bounty,5,74,20,68,4,3.4,0.25
Fashion Forward Inc,5,243,20,181,4,9.05,0.25
MediaPulse Inc,0,45,15,23,3,1.53,0.25
Fashion Foward Inc,0,243,20,181,4,9.05,0.25
FashionForward Inc,0,243,20,181,4,9.05,0.25
FashionTrend Apparel,3,243,20,181,4,9.05,0.25
Media Moguls,15,45,15,23,3,1.53,0.25
MediaPulse Group,0,45,15,23,3,1.53,0.25
MediaWorks,1,45,15,23,3,1.53,0.25
HealthGuard,0,317,15,45,3,3.0,0.25
Edu Advance,0,317,15,45,3,3.0,0.25
EcoEnergy Systems,0,204,30,55,6,1.83,0.25
Eco Energy,0,204,30,55,6,1.83,0.25
EcoGreen Energi,0,204,30,55,6,1.83,0.25
Solaris Energi,0,204,30,55,6,1.83,0.25
Eco Energi Solutions,0,204,30,55,6,1.83,0.25
Eco Friendly Energy,0,204,30,55,6,1.83,0.25
EcoNation Energy,0,204,30,55,6,1.83,0.25
EcoEnergy Solutions,5,204,30,55,6,1.83,0.25
EcoFlow Energy,0,204,30,55,6,1.83,0.25
BrightFutre Energy,0,204,30,55,6,1.83,0.25
Eco Energy Solutions,0,204,30,55,6,1.83,0.25
EcoEnergy Corp,12,204,30,55,6,1.83,0.25
FutureBright Energy,0,204,30,55,6,1.83,0.25
EcoEnergy,16,204,30,55,6,1.83,0.25
EcoFriendly Power,0,204,30,55,6,1.83,0.25
EcoEnergy Inc,0,204,30,55,6,1.83,0.25
EcoEnergy Solutons,0,204,30,55,6,1.83,0.25
Trendsetters Ltd,4,247,20,19,4,0.95,0.25
RetailVisionaries,0,247,20,19,4,0.95,0.25
ChicBoutique,0,247,20,19,4,0.95,0.25
GoldStar Retail,0,317,15,45,3,3.0,0.25
MediaMoguls,0,45,15,23,3,1.53,0.25
Creative Solutions,0,45,15,23,3,1.53,0.25
MediCare Pharmaceuticals,0,109,10,23,2,2.3,0.25
MediCare,12,109,10,23,2,2.3,0.25
MediKare,0,109,10,23,2,2.3,0.25
MediCare Supplies,11,109,10,23,2,2.3,0.25
TechEdu Corp,0,317,15,45,3,3.0,0.25
TeachInnovate,0,317,15,45,3,3.0,0.25
EduFuture Academy,18,317,15,45,3,3.0,0.25
ModeFashions,0,247,20,19,4,0.95,0.25
TerraFirm Agriculture,0,317,15,45,3,3.0,0.25
Knowledge Hub,0,317,15,45,3,3.0,0.25
EduAdvance,0,317,15,45,3,3.0,0.25
ChicDesgns,0,247,20,19,4,0.95,0.25
Fashion Future,6,247,20,19,4,0.95,0.25
Smart Learning Co,0,317,15,45,3,3.0,0.25
MediaWorks Studios,0,45,15,23,3,1.53,0.25
MediaMagic,0,45,15,23,3,1.53,0.25
Green Apparel Co,0,243,20,181,4,9.05,0.25
AgriGroth,0,74,20,68,4,3.4,0.25
Epicurean Ventures,0,164,10,14,2,1.4,0.25
Gastronomy Group,0,164,10,14,2,1.4,0.25
HydroFlw Systems,0,377,5,10,1,2.0,0.25
FashionFoward Inc,0,243,20,181,4,9.05,0.25
GreenWave Energi,0,377,5,10,1,2.0,0.25
MediaBuild Productions,0,45,15,23,3,1.53,0.25
Taste Buds,7,164,10,14,2,1.4,0.25
Culinary Crew,0,164,10,14,2,1.4,0.25
HydroPower Solutions,0,377,5,10,1,2.0,0.25
Artisan Bites,0,164,10,14,2,1.4,0.25
Flavor Fusion,0,164,10,14,2,1.4,0.25
BeverageBasics Ltd,0,164,10,14,2,1.4,0.25
Taste Budz,0,164,10,14,2,1.4,0.25
StyleHouse Fashion,0,243,20,181,4,9.05,0.25
Future Innovations,0,389,10,24,2,2.4,0.25
Future Tech,7,389,10,24,2,2.4,0.25
Creative Tech Ventures,0,389,10,24,2,2.4,0.25
MediaPulse,0,45,15,23,3,1.53,0.25
MediaMagic Productions,0,45,15,23,3,1.53,0.25
Digital Creators,0,45,15,23,3,1.53,0.25
FutureBuild Co,0,389,10,24,2,2.4,0.25
HealthTech Solutions,0,106,21,107,4,5.1,0.24
HealthTech Pioneers,4,106,21,107,4,5.1,0.24
WellCare Clinic,0,106,21,107,4,5.1,0.24
Wellness Center,0,106,21,107,4,5.1,0.24
HealthPro Services,0,106,21,107,4,5.1,0.24
Health Partners,0,106,21,107,4,5.1,0.24
HealthTech Innovations,0,106,21,107,4,5.1,0.24
HealthFirst Solutions,0,106,21,107,4,5.1,0.24
SolarTech,0,220,16,19,3,1.19,0.23
SolarTech Innovations,0,220,16,19,3,1.19,0.23
Tech Innovators International,0,125,32,213,6,6.66,0.23
SolarTech Innovatons,0,220,16,19,3,1.19,0.23
Tech Innovators LLC,0,125,32,213,6,6.66,0.23
FashionGurus,0,238,16,15,3,0.94,0.23
FashionInnovators,0,238,16,15,3,0.94,0.23
Solaris Power,3,220,16,19,3,1.19,0.23
BuildMaster Co,0,268,27,66,5,2.44,0.23
BuildPro Enterprises,12,268,27,66,5,2.44,0.23
BuildPro,0,268,27,66,5,2.44,0.23
ConstructPro,0,268,27,66,5,2.44,0.23
WhiteWave Healthcare,0,364,16,19,3,1.19,0.23
Blue Wave Tech,0,364,16,19,3,1.19,0.23
Oceanic Ventures,11,364,16,19,3,1.19,0.23
EmeraldEdge Finance,0,364,16,19,3,1.19,0.23
TravelWorld Agncy,0,340,16,37,3,2.31,0.23
Blue Ocean Tech,0,364,16,19,3,1.19,0.23
Oceanic Tech Ventures,0,364,16,19,3,1.19,0.23
ConstructPro Solutions,0,268,27,66,5,2.44,0.23
BuildMaster Corp,0,268,27,66,5,2.44,0.23
BuildPro Servicess,0,268,27,66,5,2.44,0.23
BuildMaster Inc,0,268,27,66,5,2.44,0.23
ConstructPro Services,0,268,27,66,5,2.44,0.23
Buildland Construction,0,268,27,66,5,2.44,0.23
BuildPro Services,0,268,27,66,5,2.44,0.23
SmartBuild Construction,0,268,27,66,5,2.44,0.23
ProBuild Enterprises,0,268,27,66,5,2.44,0.23
JourneyJoy,0,340,16,37,3,2.31,0.23
TravelWorld Agency,18,340,16,37,3,2.31,0.23
EcoFashion,0,238,16,15,3,0.94,0.23
Fashion Trends,0,238,16,15,3,0.94,0.23
Style Innovatorz,0,238,16,15,3,0.94,0.23
SolarTech Energy,0,220,16,19,3,1.19,0.23
SolarTech Corp,0,220,16,19,3,1.19,0.23
Journey Seekers,0,340,16,37,3,2.31,0.23
Blue Ocean Technologies,0,364,16,19,3,1.19,0.23
TechInnovators,0,125,32,213,6,6.66,0.23
Tech Innovators Ltd,16,125,32,213,6,6.66,0.23
Tech Innovations,3,125,32,213,6,6.66,0.23
Tech Innovators Group,22,125,32,213,6,6.66,0.23
TechInnovate Group,0,125,32,213,6,6.66,0.23
Tech Innovaterz,0,125,32,213,6,6.66,0.23
Tech Innovate,0,125,32,213,6,6.66,0.23
SolarTech Enterprises,0,220,16,19,3,1.19,0.23
AdventureWorld Tours,0,340,16,37,3,2.31,0.23
TravelAdventures,0,340,16,37,3,2.31,0.23
Wanderlust Tours,0,340,16,37,3,2.31,0.23
Travel World,0,340,16,37,3,2.31,0.23
Aqua Marine Services,0,364,16,19,3,1.19,0.23
YellowSun Energy,0,364,16,19,3,1.19,0.23
Tech Innovate Group,0,125,32,213,6,6.66,0.23
SolarTech Solutions,0,220,16,19,3,1.19,0.23
Tech Innovations Inc,0,125,32,213,6,6.66,0.23
TechInnov8ors,0,125,32,213,6,6.66,0.23
AdventureWorld Tourz,0,340,16,37,3,2.31,0.23
TechInnovate,0,125,32,213,6,6.66,0.23
Tech Innovators Incorporated,0,125,32,213,6,6.66,0.23
SolarTech Dynamics,0,220,16,19,3,1.19,0.23
Eco Innovations Subsidiary,0,220,16,19,3,1.19,0.23
TechSphere,0,127,28,228,5,8.14,0.22
TechConstruct Inc,0,127,28,228,5,8.14,0.22
TechBuild Innovations,0,127,28,228,5,8.14,0.22
TechnoSphere,0,127,28,228,5,8.14,0.22
Tech Sphere,0,127,28,228,5,8.14,0.22
Tech Innovators Associates,0,127,28,228,5,8.14,0.22
TravelTime Agency,0,333,11,8,2,0.73,0.22
TravelNow Agency,0,333,11,8,2,0.73,0.22
Tech Innovators Ventures,0,127,28,228,5,8.14,0.22
BioHealth Innovations,0,67,11,8,2,0.73,0.22
FastTrack Motors,0,232,11,16,2,1.45,0.22
TechConstruct,0,127,28,228,5,8.14,0.22
TechConstruct Innovations,0,127,28,228,5,8.14,0.22
AgriGro,0,4,33,106,6,3.21,0.22
AgriGrow,0,4,33,106,6,3.21,0.22
GreenHarvest,0,4,33,106,6,3.21,0.22
Tech Innovators Partners,0,127,28,228,5,8.14,0.22
EcoVision Partners,0,232,11,16,2,1.45,0.22
FastTrack Autos,0,232,11,16,2,1.45,0.22
Green Fields Agriculture,0,4,33,106,6,3.21,0.22
AgriHarvest Co,0,4,33,106,6,3.21,0.22
Techno World,0,127,28,228,5,8.14,0.22
TechSphere Innovations,0,127,28,228,5,8.14,0.22
Green Agriculture,0,4,33,106,6,3.21,0.22
LifeBio Corp,0,67,11,8,2,0.73,0.22
Travelia Tours,0,333,11,8,2,0.73,0.22
Wave Productions,9,232,11,16,2,1.45,0.22
TechFarmers,0,4,33,106,6,3.21,0.22
BioHealth Inc,0,67,11,8,2,0.73,0.22
BioLife Sciences,2,67,11,8,2,0.73,0.22
BioHealth Corp,6,67,11,8,2,0.73,0.22
GreenLeaf Agriculture,10,4,33,106,6,3.21,0.22
Artisan Crafts,0,67,11,8,2,0.73,0.22
BioTech Solutions,0,67,11,8,2,0.73,0.22
Artistic Designs,0,232,11,16,2,1.45,0.22
BioLife Siences,0,67,11,8,2,0.73,0.22
EcoLife Ventures,0,232,11,16,2,1.45,0.22
EcoLife Group,0,232,11,16,2,1.45,0.22
BioLife,0,67,11,8,2,0.73,0.22
Harvest Hub,0,4,33,106,6,3.21,0.22
Adventure Travels,2,333,11,8,2,0.73,0.22
GreenWorld Agriculture,0,4,33,106,6,3.21,0.22
GreenField Agri,0,4,33,106,6,3.21,0.22
Green Thumb Agriculture,0,4,33,106,6,3.21,0.22
Travel Innovators Ltd,0,333,11,8,2,0.73,0.22
Green Fields,0,4,33,106,6,3.21,0.22
TravelWorld Ltd,0,333,11,8,2,0.73,0.22
EcoLyfe Ventures,0,232,11,16,2,1.45,0.22
Green Fieldz Agriculture,0,4,33,106,6,3.21,0.22
TechFarm,0,4,33,106,6,3.21,0.22
BlueSky Travel,0,333,11,8,2,0.73,0.22
Green Innovations Ltd,0,193,17,61,3,3.59,0.21
Solaris Tech,0,193,17,61,3,3.59,0.21
GreenLeaf Industries,0,193,17,61,3,3.59,0.21
Solaris Innovations,0,193,17,61,3,3.59,0.21
Sunshine Solar,0,193,17,61,3,3.59,0.21
EcoFarm Solutions,0,193,17,61,3,3.59,0.21
EcoLeaf Enterprises,0,193,17,61,3,3.59,0.21
GreenWave Energy,0,374,17,27,3,1.59,0.21
AquaTech Services,0,374,17,27,3,1.59,0.21
AquaFlow Inc,0,374,17,27,3,1.59,0.21
Green Energy Corp,35,193,17,61,3,3.59,0.21
Sunshine Solar Co,0,193,17,61,3,3.59,0.21
HydroTech Solutions,0,374,17,27,3,1.59,0.21
TechGiant Corp,0,120,29,91,5,3.14,0.21
Innovative Solutions LLC,0,133,17,32,3,1.88,0.21
AeroDynamics Corp,0,54,17,151,3,8.88,0.21
SkyTech Solutions,0,54,17,151,3,8.88,0.21
Innovate Solutions,28,133,17,32,3,1.88,0.21
SmartConstruct Ltd,0,133,17,32,3,1.88,0.21
Innovative Solutions,3,133,17,32,3,1.88,0.21
Innovative Solutons,0,133,17,32,3,1.88,0.21
Smart Home Devices,0,133,17,32,3,1.88,0.21
AeroDynamics Inc,0,54,17,151,3,8.88,0.21
Innovative Solutions Group,0,133,17,32,3,1.88,0.21
SkyLine Towers,0,54,17,151,3,8.88,0.21
AeroTech Enterprises,0,54,17,151,3,8.88,0.21
AeroDynamicz Inc,0,54,17,151,3,8.88,0.21
Dynamic Air Services,0,54,17,151,3,8.88,0.21
Innovative Dynamics,0,54,17,151,3,8.88,0.21
AeroTech Solutions,0,54,17,151,3,8.88,0.21
Innovate Builders,0,133,17,32,3,1.88,0.21
Innovate Solutions Ltd,0,133,17,32,3,1.88,0.21
Digital Designs,0,120,29,91,5,3.14,0.21
Digital Pioneers,0,120,29,91,5,3.14,0.21
Innovative Solutions Ltd,0,133,17,32,3,1.88,0.21
InnoTech,0,120,29,91,5,3.14,0.21
Global Media Group,0,120,29,91,5,3.14,0.21
TechGenius Solutions,1,120,29,91,5,3.14,0.21
TechGenius Innovations,21,120,29,91,5,3.14,0.21
TechPioneers Inc,0,120,29,91,5,3.14,0.21
TechGadget Corp,0,120,29,91,5,3.14,0.21
TechPioneers,0,120,29,91,5,3.14,0.21
TechWorld Enterprises,0,120,29,91,5,3.14,0.21
Skyline Airlines,0,54,17,151,3,8.88,0.21
InnovateTech Labs,0,120,29,91,5,3.14,0.21
TechGenius,0,120,29,91,5,3.14,0.21
InnoTech Labs,0,120,29,91,5,3.14,0.21
TechPioneers LLC,0,120,29,91,5,3.14,0.21
HydroTech Innovations,0,15,18,49,3,2.72,0.2
Travel Pioneers,0,339,12,42,2,3.5,0.2
Healthy Life Center,0,15,18,49,3,2.72,0.2
Journey Explorers,0,339,12,42,2,3.5,0.2
SnackCentral,0,15,18,49,3,2.72,0.2
EcoWave Technologies,0,15,18,49,3,2.72,0.2
WaveNet Innovations,0,15,18,49,3,2.72,0.2
Broadcast Innovators,7,43,12,18,2,1.5,0.2
Skyland Maintenance,26,15,18,49,3,2.72,0.2
Media Innovators,0,142,18,34,3,1.89,0.2
Creative Waves,0,43,12,18,2,1.5,0.2
Future Scholars Academy,0,310,12,2,2,0.17,0.2
Sunset Learning Center,0,309,12,19,2,1.58,0.2
BrightFuture Innovatons,0,309,12,19,2,1.58,0.2
Bright Minds School,1,309,12,19,2,1.58,0.2
BrightFutre Education,0,309,12,19,2,1.58,0.2
Bright Future Institute,0,310,12,2,2,0.17,0.2
LearnSphere,0,310,12,2,2,0.17,0.2
MediaSphere,0,43,12,18,2,1.5,0.2
Broadcast Innovations,11,43,12,18,2,1.5,0.2
Visionary Media,0,43,12,18,2,1.5,0.2
Soundwave Studios,0,43,12,18,2,1.5,0.2
Bright Horizons Institute,0,310,12,2,2,0.17,0.2
Bright Horizons Learning,0,310,12,2,2,0.17,0.2
Bright Minds Tutoring,0,310,12,2,2,0.17,0.2
Future Pathways Academy,0,310,12,2,2,0.17,0.2
MediaMindz,0,43,12,18,2,1.5,0.2
Digital Media Group,0,43,12,18,2,1.5,0.2
Media Visionaries,0,43,12,18,2,1.5,0.2
Canvas Creations,0,43,12,18,2,1.5,0.2
WaveNet Systemz,0,15,18,49,3,2.72,0.2
Renewable Energy Corp,11,224,6,11,1,1.83,0.2
Harvest Partners,0,284,12,25,2,2.08,0.2
Wellness Retreat,0,98,12,18,2,1.5,0.2
Care Solutions,0,98,12,18,2,1.5,0.2
RightConstruct Group,0,255,6,49,1,8.17,0.2
RightConstruct Inc,0,255,6,49,1,8.17,0.2
Finance Secure Ltd,0,34,24,26,4,1.08,0.2
FinBuild Finance,0,34,24,26,4,1.08,0.2
Finance Solutions Group,0,34,24,26,4,1.08,0.2
FinSecure,7,34,24,26,4,1.08,0.2
Finance Secure,0,34,24,26,4,1.08,0.2
Finance Future,0,34,24,26,4,1.08,0.2
Finance Guruz,0,34,24,26,4,1.08,0.2
Finance First,0,34,24,26,4,1.08,0.2
Finance Solutions,0,34,24,26,4,1.08,0.2
Green Manufacturing,0,98,12,18,2,1.5,0.2
Care Health Services,0,98,12,18,2,1.5,0.2
Finance Innovators Co,0,34,24,26,4,1.08,0.2
Eco City Transport,0,98,12,18,2,1.5,0.2
CarePlus Clinics,0,98,12,18,2,1.5,0.2
Care Solutions Group,0,98,12,18,2,1.5,0.2
Wellness Retreats,3,98,12,18,2,1.5,0.2
Fashion Fusion,0,239,12,6,2,0.5,0.2
Natures Best,2,239,12,6,2,0.5,0.2
EduLand Innovations,0,239,12,6,2,0.5,0.2
Style Innovators,4,239,12,6,2,0.5,0.2
ConstructSmart,0,239,12,6,2,0.5,0.2
FashionLine,0,239,12,6,2,0.5,0.2
GlamourGears,0,239,12,6,2,0.5,0.2
StyleInnovatorz,0,239,12,6,2,0.5,0.2
StyleInnovate,0,239,12,6,2,0.5,0.2
Travelers Hub,0,338,12,20,2,1.67,0.2
Journey Experts,0,338,12,20,2,1.67,0.2
Wanderlust Ventures,0,338,12,20,2,1.67,0.2
GreenVoyage Tours,0,339,12,42,2,3.5,0.2
HydroTech Services,8,284,12,25,2,2.08,0.2
Innovative Builders,0,284,12,25,2,2.08,0.2
WaterFlow Dynamics,17,284,12,25,2,2.08,0.2
Healthy Life Co,0,284,12,25,2,2.08,0.2
AdventureSeekers,0,339,12,42,2,3.5,0.2
Pinnacle Finance,0,34,24,26,4,1.08,0.2
Money Managers,0,34,24,26,4,1.08,0.2
Finance Focus,0,34,24,26,4,1.08,0.2
Riverbank Financial,0,34,24,26,4,1.08,0.2
Travel Ventures Inc,0,339,12,42,2,3.5,0.2
Finance Gurus,10,34,24,26,4,1.08,0.2
Travel Ventures LLC,0,339,12,42,2,3.5,0.2
Explore Adventures,0,339,12,42,2,3.5,0.2
Adventure Travelz,0,339,12,42,2,3.5,0.2
TravelTime,3,338,12,20,2,1.67,0.2
Travel Ventures,40,339,12,42,2,3.5,0.2
Travel Time,17,338,12,20,2,1.67,0.2
Riverbank Finance,0,34,24,26,4,1.08,0.2
RightBuild Enterprises,49,255,6,49,1,8.17,0.2
BuildRite Enterprises,0,255,6,49,1,8.17,0.2
BuildRight Enterprises,0,255,6,49,1,8.17,0.2
TravelEase Inc,0,338,12,20,2,1.67,0.2
TravelCo,0,338,12,20,2,1.67,0.2
TravelEase,0,338,12,20,2,1.67,0.2
Global Trade Corp,0,338,12,20,2,1.67,0.2
Expedition Leaders,0,338,12,20,2,1.67,0.2
ExploreMore,0,338,12,20,2,1.67,0.2
TravelXperts,0,338,12,20,2,1.67,0.2
TechWave Innovations,3,142,18,34,3,1.89,0.2
BrightFuture Edu,0,309,12,19,2,1.58,0.2
Renewable Future Corp,0,224,6,11,1,1.83,0.2
EcoTech Innovations Ltd,0,198,18,22,3,1.22,0.2
Edu Ventures,0,304,18,45,3,2.5,0.2
StudyHub,0,304,18,45,3,2.5,0.2
Learning Pathways,0,304,18,45,3,2.5,0.2
EduLearn Hub,0,304,18,45,3,2.5,0.2
Aero Breeze,0,387,12,27,2,2.25,0.2
Blue Sky Airlines,0,387,12,27,2,2.25,0.2
Sky High Aviation,0,387,12,27,2,2.25,0.2
Jet Stream Flights,0,387,12,27,2,2.25,0.2
Cloud Nine Airways,0,387,12,27,2,2.25,0.2
Renewable Resources Inc,0,224,6,11,1,1.83,0.2
SkyBound Aviation,0,387,12,27,2,2.25,0.2
EcoLiving Solutions,0,214,24,38,4,1.58,0.2
Sustainland Innovations,0,214,24,38,4,1.58,0.2
EcoFriendly Solutions,0,214,24,38,4,1.58,0.2
EcoSolutions,0,214,24,38,4,1.58,0.2
Smart Solutons Group,0,132,12,10,2,0.83,0.2
Smart Solutons,0,132,12,10,2,0.83,0.2
SmartHome Tech,0,132,12,10,2,0.83,0.2
WaveMedia Studios,11,198,18,22,3,1.22,0.2
EcoTech Innovations,0,198,18,22,3,1.22,0.2
EcoTech Innovators,0,198,18,22,3,1.22,0.2
EcoBuild Materials,16,214,24,38,4,1.58,0.2
Streamline Utilties,0,51,6,31,1,5.17,0.2
Skyland Charters,31,51,6,31,1,5.17,0.2
Eco Solutions Inc,0,214,24,38,4,1.58,0.2
DigitalWave Media,5,142,18,34,3,1.89,0.2
DigitalWave,0,142,18,34,3,1.89,0.2
Dream Developers,0,142,18,34,3,1.89,0.2
Finance Experts,7,34,24,26,4,1.08,0.2
Eco Solutions,0,214,24,38,4,1.58,0.2
EcoSolutons,0,214,24,38,4,1.58,0.2
EcoSolutions Consulting,0,214,24,38,4,1.58,0.2
Greenway Enterprises,0,214,24,38,4,1.58,0.2
EcoCity Solutions,0,214,24,38,4,1.58,0.2
Edu Learn Systems,0,301,18,33,3,1.83,0.2
DrinkWorld,0,51,6,31,1,5.17,0.2
EduLearn,6,301,18,33,3,1.83,0.2
EduLearn Systems,0,301,18,33,3,1.83,0.2
EduLearn Corp,0,301,18,33,3,1.83,0.2
EduLern,0,301,18,33,3,1.83,0.2
EduQuest Academy,0,301,18,33,3,1.83,0.2
Education Innovators,6,301,18,33,3,1.83,0.2
SkyBound Technologies,0,387,12,27,2,2.25,0.2
Streamline Utilities,0,51,6,31,1,5.17,0.2
GourmetEssentials,0,51,6,31,1,5.17,0.2
EcoTech,5,198,18,22,3,1.22,0.2
Blue Skye Airlines,0,387,12,27,2,2.25,0.2
Smart Creations,0,132,12,10,2,0.83,0.2
