selections,protected_count
city:Riverside;period:2023-H1;product_code:C,5
age_range:(40-50];delivery_issue:True;period:2020-H2;product_code:D,5
age_range:(40-50];city:Valleyview;quality_issue:True,5
city:Meadowville;period:2020-H2;product_code:C,5
age_range:(40-50];city:Forestville;quality_issue:True,5
age_range:(20-30];city:Lakeside;period:2023-H2;product_code:G,5
city:Lakeside;period:2020-H2;product_code:D,5
city:Lakeside;period:2023-H2;product_code:G;service_issue:True,5
age_range:(30-40];city:Lakeside;delivery_issue:True;period:2023-H1,5
age_range:(40-50];city:Meadowville;delivery_issue:True,5
age_range:(50-60];city:Hilltop;product_code:D;quality_issue:True,5
age_range:(30-40];city:Mountainview;period:2023-H2;service_issue:True,5
age_range:(40-50];city:Mountainview;description_issue:True;price_issue:True,5
period:2022-H1;product_code:H;service_issue:True,5
city:Valleyview;product_code:G,5
city:Valleyview;delivery_issue:True;quality_issue:True,5
age_range:(30-40];city:Mountainview;description_issue:True;quality_issue:True,5
age_range:(20-30];city:Rivertown;period:2023-H2;product_code:H,5
age_range:(30-40];city:Mountainview;description_issue:True;period:2023-H2,5
city:Mountainview;delivery_issue:True;price_issue:True;product_code:H,5
age_range:(30-40];city:Mountainview;delivery_issue:True;price_issue:True,5
city:Valleyview;period:2021-H2;product_code:E,5
age_range:(40-50];city:Greenfield;delivery_issue:True,5
city:Springfield;period:2023-H1;product_code:C;service_issue:True,5
city:Mountainview;period:2023-H2;price_issue:True;product_code:C,5
age_range:(40-50];description_issue:True;period:2023-H2;product_code:G,5
age_range:(30-40];city:Riverside;product_code:B,5
age_range:(40-50];description_issue:True;period:2020-H2;product_code:E,5
city:Valleyview;delivery_issue:True;period:2023-H1;product_code:E,5
age_range:(30-40];city:Seaside;period:2020-H2,5
age_range:(40-50];city:Lakeside;period:2023-H1;product_code:B,5
city:Lakeside;description_issue:True;period:2023-H2;product_code:G,5
age_range:(40-50];city:Seaside;period:2023-H2;product_code:H,5
city:Seaside;delivery_issue:True;period:2020-H1,5
age_range:(30-40];period:2021-H1;product_code:E,5
age_range:(40-50];city:Valleyview;price_issue:True;quality_issue:True,5
city:Lakeside;period:2023-H1;product_code:A,5
city:Valleytown;description_issue:True,5
age_range:(20-30];city:Hilltown;delivery_issue:True;period:2023-H2,5
delivery_issue:True;period:2022-H1;product_code:H,5
city:Riverbend;period:2021-H1;product_code:D,5
city:Rivertown;product_code:H;quality_issue:True,5
age_range:(40-50];period:2023-H2;price_issue:True;product_code:H,5
age_range:(50-60];period:2023-H1;quality_issue:True;service_issue:True,5
age_range:(40-50];delivery_issue:True;period:2023-H1;product_code:A,5
age_range:(20-30];product_code:F;quality_issue:True;service_issue:True,5
city:Brookside;period:2023-H2;product_code:B;quality_issue:True,5
city:Seaside;period:2022-H1;product_code:F,5
period:2022-H1;product_code:E;service_issue:True,5
city:Lakeside;period:2023-H1;product_code:A;service_issue:True,5
city:Hilltop;period:2022-H1;price_issue:True,5
delivery_issue:True;period:2022-H2;product_code:H,5
period:2020-H2;price_issue:True;quality_issue:True,5
city:Hilltop;period:2023-H2;price_issue:True;product_code:E,5
age_range:(30-40];delivery_issue:True;period:2020-H1;product_code:H,5
city:Greenfield;description_issue:True;product_code:F,5
age_range:(40-50];city:Greenfield;description_issue:True;period:2023-H1,5
city:Mountainview;period:2023-H2;service_issue:True,5
city:Hilltown;delivery_issue:True;period:2023-H1;quality_issue:True,5
age_range:(40-50];city:Seaside;period:2023-H2;service_issue:True,5
period:2020-H2;product_code:D,5
delivery_issue:True;period:2021-H1;service_issue:True,5
city:Greenfield;period:2022-H1;service_issue:True,5
city:Riverbend;period:2021-H1;quality_issue:True,5
city:Mountainview;description_issue:True;period:2023-H2;service_issue:True,5
age_range:(40-50];city:Hilltop;service_issue:True,5
city:Valleyview;description_issue:True;period:2021-H2,5
city:Riverbend;description_issue:True;period:2020-H1,5
age_range:(30-40];city:Hilltop;delivery_issue:True;description_issue:True,5
period:2023-H2;product_code:B;quality_issue:True;service_issue:True,5
age_range:(20-30];delivery_issue:True;period:2021-H2;service_issue:True,5
delivery_issue:True;period:2022-H1;price_issue:True;product_code:F,5
city:Valleyview;period:2021-H2,5
age_range:(20-30];city:Seaside;description_issue:True;quality_issue:True,5
city:Riverside;period:2023-H2;product_code:H;quality_issue:True,5
age_range:(30-40];city:Greenfield;description_issue:True;product_code:F,5
city:Valleyview;period:2022-H2;product_code:F,5
age_range:(30-40];city:Greenfield;period:2022-H1,5
city:Riverside;period:2023-H1;product_code:H,5
period:2023-H1;product_code:H;quality_issue:True,5
city:Meadowville;period:2020-H2;product_code:E;quality_issue:True,5
age_range:(30-40];city:Hilltop;product_code:E;quality_issue:True,5
age_range:(50-60];delivery_issue:True;product_code:E;service_issue:True,5
age_range:(40-50];city:Hilltown;period:2023-H2;product_code:H,5
city:Valleytown;product_code:B,5
age_range:(30-40];city:Lakeside;description_issue:True;product_code:E,5
age_range:(30-40];city:Lakeside;period:2022-H2;product_code:E,5
age_range:(40-50];city:Meadowville;period:2020-H2;product_code:E,5
delivery_issue:True;period:2022-H1;price_issue:True,5
age_range:(20-30];city:Riverside;period:2023-H1;quality_issue:True,5
age_range:(20-30];city:Lakeside;description_issue:True;product_code:C,5
city:Lakeside;price_issue:True;product_code:G;quality_issue:True,5
age_range:(40-50];description_issue:True;period:2022-H1,5
delivery_issue:True;product_code:C;quality_issue:True,5
city:Riverbend;period:2020-H1,5
city:Rivertown;price_issue:True;product_code:H,5
city:Hilltop;period:2022-H1;product_code:H,5
period:2020-H2;price_issue:True;product_code:G;quality_issue:True,5
city:Mountainview;delivery_issue:True;price_issue:True;product_code:A,5
age_range:(30-40];city:Rivertown;delivery_issue:True;product_code:B,5
age_range:(20-30];city:Seaside;product_code:G,5
city:Seaside;description_issue:True;period:2023-H1;product_code:E,5
city:Seaside;price_issue:True;product_code:G;quality_issue:True,5
period:2022-H2;price_issue:True;product_code:D;quality_issue:True,5
age_range:(30-40];city:Springfield;period:2023-H1;product_code:C,5
age_range:(40-50];city:Seaside;period:2022-H1;quality_issue:True,5
city:Greenfield;period:2022-H1,5
city:Meadowville;price_issue:True;service_issue:True,5
city:Hilltop;description_issue:True;period:2022-H2;product_code:E,5
city:Lakeside;period:2023-H1;price_issue:True;product_code:B,5
age_range:(40-50];city:Seaside;period:2023-H2,5
age_range:(30-40];description_issue:True;price_issue:True;product_code:H,5
age_range:(40-50];city:Lakeside;product_code:B;service_issue:True,5
city:Riverbend;period:2021-H1;product_code:C,5
city:Brookside;period:2023-H1;product_code:F;service_issue:True,5
age_range:(40-50];city:Meadowville;description_issue:True;period:2020-H2,5
age_range:(30-40];city:Hilltop;delivery_issue:True;product_code:G,5
age_range:(20-30];price_issue:True;product_code:C;quality_issue:True,5
age_range:(30-40];delivery_issue:True;description_issue:True;product_code:B,5
age_range:(40-50];delivery_issue:True;period:2021-H2;product_code:D,5
city:Meadowville;period:2023-H1;product_code:H,5
age_range:(20-30];city:Lakeside;product_code:A;quality_issue:True,5
period:2021-H1;price_issue:True;product_code:D,5
age_range:(40-50];city:Valleyview;quality_issue:True;service_issue:True,5
city:Riverbend;delivery_issue:True;period:2021-H1,5
age_range:(50-60];delivery_issue:True;period:2023-H1;price_issue:True,5
city:Greenfield;period:2022-H2;product_code:B,5
age_range:(30-40];description_issue:True;product_code:G;quality_issue:True,5
age_range:(40-50];city:Lakeside;period:2023-H1;product_code:A,5
age_range:(20-30];city:Seaside;description_issue:True;product_code:H,5
age_range:(50-60];city:Springfield;price_issue:True;service_issue:True,5
city:Brookside;product_code:H;service_issue:True,5
age_range:(30-40];period:2022-H1;product_code:F;quality_issue:True,5
city:Lakeside;period:2023-H1;price_issue:True;product_code:A,5
city:Springfield;delivery_issue:True;period:2023-H2;price_issue:True,5
age_range:(40-50];city:Greenfield;period:2023-H1;product_code:C,5
delivery_issue:True;period:2020-H1;service_issue:True,5
city:Greenfield;description_issue:True;period:2023-H2;product_code:H,5
age_range:(40-50];city:Lakeside;period:2023-H2;price_issue:True,5
age_range:(20-30];delivery_issue:True;period:2023-H2;product_code:A,5
age_range:(20-30];city:Hilltop;period:2022-H1,5
city:Meadowville;delivery_issue:True;period:2022-H2,5
age_range:(50-60];delivery_issue:True;product_code:C,5
city:Springfield;product_code:H;service_issue:True,5
city:Springfield;delivery_issue:True;price_issue:True;service_issue:True,5
city:Hilltown;quality_issue:True;service_issue:True,5
city:Brookside;period:2023-H1;product_code:F,5
city:Greenfield;period:2022-H2;product_code:E,5
age_range:(40-50];city:Lakeside;delivery_issue:True;period:2020-H2,5
age_range:(40-50];city:Rivertown;product_code:H,5
city:Valleyview;period:2022-H1;price_issue:True;quality_issue:True,5
city:Hilltop;period:2023-H1;product_code:C;service_issue:True,5
city:Riverbend;period:2021-H1;price_issue:True,5
city:Riverside;period:2023-H1;product_code:A;service_issue:True,5
city:Meadowland;description_issue:True;period:2021-H2,5
age_range:(20-30];period:2022-H1;price_issue:True;product_code:D,5
age_range:(40-50];period:2023-H1;product_code:E;quality_issue:True,5
city:Hilltop;description_issue:True;period:2023-H1;product_code:H,5
age_range:(40-50];city:Springfield;period:2023-H1;product_code:G,5
city:Lakeside;description_issue:True;period:2023-H1;product_code:A,5
city:Riverside;description_issue:True;period:2023-H1;product_code:C,5
period:2023-H2;product_code:E;quality_issue:True;service_issue:True,5
city:Meadowville;period:2023-H1;product_code:B;service_issue:True,5
age_range:(40-50];period:2020-H2;product_code:D,5
description_issue:True;period:2023-H2;product_code:G;quality_issue:True,5
age_range:(30-40];delivery_issue:True;product_code:C;quality_issue:True,5
city:Seaside;description_issue:True;period:2023-H1;quality_issue:True,5
age_range:(40-50];delivery_issue:True;period:2023-H2;product_code:A,5
city:Mountainview;delivery_issue:True;product_code:H,5
city:Brookside;description_issue:True;product_code:B,5
city:Springfield;product_code:A;quality_issue:True;service_issue:True,5
city:Rivertown;period:2023-H2;product_code:F;service_issue:True,5
period:2020-H2;product_code:D;service_issue:True,5
age_range:(20-30];city:Valleyview;product_code:G,5
product_code:E;quality_issue:True;service_issue:True,5
age_range:(40-50];city:Meadowville;delivery_issue:True;period:2023-H2,5
age_range:(40-50];city:Meadowville;description_issue:True,5
age_range:(40-50];city:Riverside;delivery_issue:True;product_code:C,5
age_range:(40-50];city:Meadowville;delivery_issue:True;description_issue:True,5
city:Greenfield;period:2022-H1;product_code:E,5
city:Mountainview;delivery_issue:True;period:2021-H1,5
age_range:(40-50];city:Meadowville;description_issue:True;product_code:E,5
age_range:(20-30];city:Lakeside;period:2023-H1;product_code:A,5
age_range:(30-40];city:Brookside;delivery_issue:True;product_code:D,5
age_range:(30-40];city:Rivertown;price_issue:True;product_code:A,5
city:Valleyview;description_issue:True;period:2022-H1,5
age_range:(30-40];city:Hilltop;description_issue:True;product_code:E,5
age_range:(40-50];description_issue:True;period:2023-H2;product_code:A,5
age_range:(40-50];city:Riverbend;description_issue:True,5
city:Springfield;period:2023-H2;product_code:B;quality_issue:True,5
city:Hilltop;delivery_issue:True;description_issue:True,5
city:Forestville;product_code:H;service_issue:True,5
age_range:(30-40];city:Lakeside;period:2023-H2;product_code:G,5
city:Riverside;delivery_issue:True;period:2023-H1;product_code:H,5
age_range:(30-40];city:Greenfield;period:2022-H1;service_issue:True,5
city:Lakeside;description_issue:True;period:2022-H2;product_code:E,5
city:Riverside;period:2022-H1;price_issue:True,5
age_range:(20-30];delivery_issue:True;price_issue:True;product_code:E,5
city:Mountainview;delivery_issue:True;period:2023-H2;service_issue:True,5
city:Valleyview;period:2023-H1;price_issue:True;quality_issue:True,5
age_range:(30-40];city:Valleyview;delivery_issue:True,5
city:Springfield;price_issue:True;quality_issue:True,5
age_range:(50-60];delivery_issue:True;product_code:C;service_issue:True,5
age_range:(30-40];city:Riverside;price_issue:True;service_issue:True,5
age_range:(20-30];city:Lakeside;product_code:G;quality_issue:True,5
delivery_issue:True;period:2023-H1;product_code:H;quality_issue:True,5
city:Lakeside;period:2023-H2;product_code:G;quality_issue:True,5
city:Lakeside;description_issue:True;product_code:E,5
city:Rivertown;delivery_issue:True;product_code:H,5
city:Meadowville;period:2022-H2;service_issue:True,5
age_range:(50-60];city:Hilltop;period:2023-H1;service_issue:True,5
city:Lakeside;period:2023-H2;price_issue:True;product_code:G,5
city:Valleyview;price_issue:True;quality_issue:True,5
city:Seaside;period:2023-H2;price_issue:True;service_issue:True,5
age_range:(30-40];city:Riverside;price_issue:True;product_code:G,5
age_range:(30-40];city:Rivertown;product_code:A,5
age_range:(20-30];delivery_issue:True;period:2023-H2;service_issue:True,5
age_range:(40-50];period:2023-H1;product_code:D;service_issue:True,5
city:Mountainview;product_code:B;service_issue:True,5
age_range:(30-40];city:Greenfield;product_code:G,5
city:Lakeside;delivery_issue:True;period:2023-H2;product_code:G,5
delivery_issue:True;period:2021-H1;price_issue:True,5
period:2020-H2;product_code:E;quality_issue:True,5
period:2022-H1;price_issue:True;product_code:D,5
city:Riverside;description_issue:True;period:2023-H1;product_code:F,5
age_range:(40-50];city:Rivertown;product_code:F;quality_issue:True,5
age_range:(20-30];price_issue:True;product_code:D;quality_issue:True,5
city:Springfield;price_issue:True;service_issue:True,5
city:Lakeside;product_code:B;service_issue:True,5
city:Mountainview;period:2023-H2;product_code:C;service_issue:True,5
city:Hilltop;description_issue:True;period:2023-H1;product_code:E,5
age_range:(40-50];city:Greenfield;delivery_issue:True;period:2023-H2,5
age_range:(40-50];city:Lakeside;product_code:B,5
city:Rivertown;product_code:H,5
delivery_issue:True;period:2021-H2;product_code:C;service_issue:True,5
age_range:(30-40];city:Mountainview;quality_issue:True,5
city:Greenfield;product_code:B,5
age_range:(20-30];period:2022-H2;product_code:C;service_issue:True,5
city:Hilltop;product_code:C;service_issue:True,5
city:Brookside;product_code:H;quality_issue:True;service_issue:True,5
age_range:(30-40];city:Rivertown;product_code:F;quality_issue:True,5
city:Mountainview;delivery_issue:True;period:2023-H1;product_code:B,5
city:Hilltop;description_issue:True;period:2022-H2,5
age_range:(30-40];city:Hilltop;period:2022-H1,5
age_range:(20-30];delivery_issue:True;product_code:C;quality_issue:True,5
city:Lakeside;delivery_issue:True;price_issue:True;service_issue:True,5
age_range:(40-50];city:Greenfield;period:2022-H1,5
age_range:(50-60];city:Hilltop;description_issue:True;service_issue:True,5
age_range:(30-40];city:Rivertown;period:2023-H1;product_code:A,5
delivery_issue:True;period:2020-H2;product_code:C,5
age_range:(30-40];city:Brookside;period:2023-H2;product_code:A,5
age_range:(50-60];city:Hilltop;price_issue:True;product_code:D,5
age_range:(50-60];city:Hilltop;delivery_issue:True;product_code:C,5
period:2024-H1;quality_issue:True;service_issue:True,5
age_range:(30-40];city:Hilltown;price_issue:True;product_code:H,5
city:Springfield;period:2023-H1;price_issue:True;service_issue:True,5
city:Valleyview;product_code:C,5
age_range:(30-40];city:Lakeside;period:2023-H1;product_code:G,5
age_range:(30-40];city:Forestville;product_code:H,5
age_range:(30-40];city:Rivertown;product_code:H,5
age_range:(20-30];city:Hilltop;period:2023-H2;product_code:H,5
delivery_issue:True;period:2020-H2;product_code:D,5
age_range:(30-40];city:Hilltop;product_code:C;service_issue:True,5
period:2020-H2;product_code:C;quality_issue:True,5
age_range:(40-50];city:Meadowville;description_issue:True;product_code:G,5
city:Hilltop;period:2023-H1;price_issue:True;product_code:E,5
city:Riverbend;period:2020-H2;service_issue:True,5
age_range:(40-50];description_issue:True;period:2021-H2;service_issue:True,5
age_range:(20-30];city:Rivertown;delivery_issue:True,5
city:Hilltop;delivery_issue:True;product_code:B;service_issue:True,5
city:Greenfield;delivery_issue:True;description_issue:True;product_code:H,5
age_range:(30-40];period:2020-H1;quality_issue:True,5
city:Rivertown;period:2022-H1;product_code:E,5
city:Hilltop;period:2022-H1,5
age_range:(30-40];city:Forestville;delivery_issue:True;product_code:B,5
delivery_issue:True;description_issue:True;product_code:C;quality_issue:True,5
city:Greenfield;period:2023-H2;product_code:B,5
city:Seaside;period:2023-H1;product_code:H;quality_issue:True,5
city:Meadowland;period:2022-H1;service_issue:True,5
age_range:(50-60];city:Riverside;product_code:B,5
age_range:(40-50];city:Hilltown;product_code:F,5
age_range:(20-30];period:2022-H2;price_issue:True;product_code:G,5
city:Riverside;period:2022-H1;product_code:A;service_issue:True,5
city:Greenfield;product_code:B;service_issue:True,5
city:Riverside;period:2024-H1;product_code:A,5
city:Hilltop;period:2022-H2;product_code:D;service_issue:True,5
age_range:(40-50];city:Rivertown;delivery_issue:True;service_issue:True,5
age_range:(20-30];city:Hilltown;delivery_issue:True,5
city:Brookside;delivery_issue:True;period:2023-H1;product_code:A,5
age_range:(30-40];city:Greenfield;period:2022-H1;price_issue:True,5
age_range:(20-30];city:Valleytown;description_issue:True,5
city:Brookside;period:2023-H1;price_issue:True;product_code:F,5
city:Brookside;delivery_issue:True;period:2023-H2;product_code:A,5
city:Greenfield;period:2022-H1;product_code:D,5
age_range:(40-50];city:Springfield;product_code:G,5
age_range:(50-60];city:Greenfield;description_issue:True;product_code:F,5
age_range:(20-30];city:Brookside;price_issue:True;service_issue:True,5
age_range:(30-40];delivery_issue:True;period:2021-H1;quality_issue:True,5
age_range:(40-50];city:Lakeside;description_issue:True;quality_issue:True,5
city:Brookside;description_issue:True;product_code:B;quality_issue:True,5
age_range:(20-30];delivery_issue:True;price_issue:True;product_code:B,5
delivery_issue:True;period:2022-H1;product_code:H;service_issue:True,5
age_range:(30-40];city:Mountainview;quality_issue:True;service_issue:True,5
city:Valleyview;period:2020-H2;product_code:G,5
age_range:(30-40];city:Springfield;delivery_issue:True;product_code:C,5
age_range:(20-30];description_issue:True;product_code:D;service_issue:True,5
city:Greenfield;period:2020-H2;service_issue:True,5
age_range:(40-50];city:Valleyview;period:2023-H1;price_issue:True,5
period:2022-H2;product_code:A;service_issue:True,5
age_range:(20-30];city:Brookside;product_code:A;service_issue:True,5
age_range:(20-30];city:Hilltop;delivery_issue:True;service_issue:True,5
city:Greenfield;description_issue:True;period:2023-H1;product_code:F,5
description_issue:True;period:2023-H2;product_code:B;quality_issue:True,5
age_range:(30-40];city:Springfield;delivery_issue:True;period:2022-H1,5
city:Brookside;period:2023-H1;product_code:F;quality_issue:True,5
city:Riverside;delivery_issue:True;product_code:C,5
age_range:(30-40];delivery_issue:True;period:2022-H1;service_issue:True,5
delivery_issue:True;period:2023-H1;product_code:C;quality_issue:True,5
city:Valleytown;price_issue:True;product_code:F,5
city:Riverside;period:2021-H2;product_code:C,5
city:Riverside;delivery_issue:True;product_code:B;service_issue:True,5
city:Seaside;period:2020-H2,5
age_range:(20-30];city:Brookside;service_issue:True,5
city:Rivertown;period:2023-H1;product_code:C;service_issue:True,5
age_range:(30-40];city:Riverside;description_issue:True;product_code:B,5
city:Greenfield;period:2022-H1;price_issue:True,5
city:Mountainview;delivery_issue:True;period:2021-H2;product_code:B,5
period:2020-H1;product_code:H;quality_issue:True,5
city:Forestville;description_issue:True;period:2022-H1,5
age_range:(50-60];period:2021-H2;product_code:E,5
delivery_issue:True;product_code:A;quality_issue:True;service_issue:True,5
age_range:(30-40];city:Hilltop;period:2023-H2;product_code:G,5
period:2020-H2;product_code:E;quality_issue:True;service_issue:True,5
delivery_issue:True;price_issue:True;product_code:G;service_issue:True,5
age_range:(40-50];city:Lakeside;description_issue:True;period:2020-H2,5
age_range:(30-40];city:Rivertown;price_issue:True;product_code:H,5
age_range:(50-60];city:Greenfield;product_code:B,5
city:Brookside;delivery_issue:True;product_code:D,5
city:Mountainview;period:2023-H1;product_code:B,5
city:Mountainview;delivery_issue:True;product_code:A,5
age_range:(30-40];city:Hilltop;product_code:E;service_issue:True,5
age_range:(40-50];city:Hilltop;product_code:D;service_issue:True,5
age_range:(30-40];city:Lakeside;period:2023-H1;quality_issue:True,5
delivery_issue:True;description_issue:True;period:2023-H2;service_issue:True,5
city:Rivertown;period:2023-H2;product_code:H,5
age_range:(30-40];city:Rivertown;delivery_issue:True;period:2023-H2,5
city:Lakeside;delivery_issue:True;product_code:C;service_issue:True,5
city:Greenfield;period:2023-H1;product_code:C,5
city:Seaside;period:2022-H1;quality_issue:True,5
age_range:(30-40];city:Lakeside;product_code:E;quality_issue:True,5
age_range:(30-40];city:Springfield;price_issue:True;service_issue:True,5
age_range:(20-30];price_issue:True;product_code:A;service_issue:True,5
city:Lakeside;delivery_issue:True;period:2023-H2;product_code:H,5
age_range:(40-50];city:Greenfield;description_issue:True,5
period:2020-H2;product_code:C,5
city:Hilltop;delivery_issue:True;period:2022-H1,5
age_range:(40-50];city:Lakeside;price_issue:True;product_code:B,5
age_range:(50-60];city:Hilltop;delivery_issue:True;description_issue:True,5
city:Seaside;period:2023-H1;product_code:F,5
age_range:(20-30];period:2023-H2;product_code:B;quality_issue:True,5
city:Greenfield;description_issue:True;product_code:H,5
age_range:(30-40];city:Mountainview;product_code:C;quality_issue:True,5
city:Valleytown;period:2023-H2;product_code:D,5
age_range:(40-50];city:Hilltown;delivery_issue:True;product_code:H,5
age_range:(20-30];price_issue:True;product_code:G;quality_issue:True,5
city:Hilltop;period:2022-H1;product_code:D,5
age_range:(40-50];city:Hilltop;delivery_issue:True;service_issue:True,5
city:Valleyview;period:2023-H2;price_issue:True,5
age_range:(40-50];city:Riverside;product_code:C;quality_issue:True,5
city:Riverside;period:2023-H2;product_code:F,5
city:Mountainview;delivery_issue:True;price_issue:True,5
age_range:(40-50];city:Hilltop;period:2023-H2;service_issue:True,5
city:Rivertown;period:2020-H1;product_code:H,5
city:Riverside;price_issue:True;quality_issue:True,5
age_range:(20-30];city:Seaside;price_issue:True;product_code:G,5
city:Lakeside;period:2021-H1;service_issue:True,5
city:Riverside;period:2023-H2;product_code:F;service_issue:True,5
age_range:(30-40];city:Rivertown;delivery_issue:True;product_code:A,5
description_issue:True;period:2020-H1;product_code:D,4
period:2023-H2;price_issue:True;product_code:B;service_issue:True,4
city:Riverbend;period:2022-H2;product_code:H,4
city:Springfield;delivery_issue:True;product_code:B;quality_issue:True,4
age_range:(30-40];city:Brookside;price_issue:True;product_code:F,4
age_range:(40-50];city:Lakeside;period:2023-H1;product_code:E,4
period:2022-H1;product_code:H;quality_issue:True,4
delivery_issue:True;period:2022-H2;product_code:G,4
age_range:(30-40];period:2022-H2;price_issue:True;quality_issue:True,4
age_range:(20-30];city:Lakeside;product_code:H,4
city:Springfield;description_issue:True;period:2020-H2,4
age_range:(40-50];period:2022-H2;product_code:E;quality_issue:True,4
age_range:(20-30];description_issue:True;product_code:E;quality_issue:True,4
city:Seaside;period:2023-H1;product_code:E;quality_issue:True,4
period:2022-H1;price_issue:True;product_code:B,4
delivery_issue:True;period:2020-H1;product_code:D,4
city:Forestville;period:2021-H2;price_issue:True,4
city:Lakeside;delivery_issue:True;period:2020-H2;product_code:C,4
description_issue:True;period:2022-H1;product_code:A,4
city:Seaside;period:2023-H1;price_issue:True;product_code:G,4
age_range:(30-40];city:Lakeside;delivery_issue:True;product_code:H,4
delivery_issue:True;period:2021-H2;product_code:H;quality_issue:True,4
city:Greenfield;delivery_issue:True;period:2023-H2;product_code:A,4
city:Greenfield;period:2020-H2;product_code:G,4
period:2021-H2;price_issue:True;product_code:H,4
age_range:(30-40];city:Valleyview;delivery_issue:True;product_code:G,4
age_range:(20-30];city:Greenfield;price_issue:True;quality_issue:True,4
city:Meadowland;product_code:H;quality_issue:True,4
age_range:(40-50];city:Riverbend;period:2023-H1;quality_issue:True,4
age_range:(30-40];period:2023-H1;product_code:D;quality_issue:True,4
city:Riverbend;period:2020-H1;product_code:H,4
city:Hilltop;period:2023-H2;product_code:B,4
period:2024-H1;price_issue:True;quality_issue:True,4
age_range:(30-40];city:Hilltop;period:2023-H1;quality_issue:True,4
city:Meadowville;price_issue:True;quality_issue:True,4
age_range:(30-40];city:Valleyview;period:2022-H2;quality_issue:True,4
age_range:(20-30];city:Valleyview;delivery_issue:True;product_code:E,4
age_range:(50-60];period:2020-H1;product_code:D,4
period:2020-H2;product_code:D;quality_issue:True,4
age_range:(20-30];description_issue:True;price_issue:True;product_code:E,4
city:Forestville;period:2023-H1;product_code:F,4
city:Seaside;product_code:G;quality_issue:True;service_issue:True,4
age_range:(30-40];city:Rivertown;delivery_issue:True;product_code:H,4
age_range:(30-40];period:2023-H2;product_code:F;quality_issue:True,4
age_range:(30-40];city:Riverbend;product_code:C,4
city:Mountainview;description_issue:True;period:2023-H1;price_issue:True,4
age_range:(40-50];description_issue:True;period:2022-H1;quality_issue:True,4
age_range:(40-50];city:Seaside;description_issue:True;service_issue:True,4
age_range:(50-60];city:Seaside;price_issue:True,4
city:Springfield;price_issue:True;product_code:C;service_issue:True,4
city:Meadowville;period:2023-H2;price_issue:True;service_issue:True,4
age_range:(20-30];city:Lakeside;delivery_issue:True;product_code:H,4
city:Lakeside;delivery_issue:True;period:2020-H2;quality_issue:True,4
age_range:(30-40];city:Rivertown;period:2023-H2;service_issue:True,4
age_range:(30-40];period:2023-H2;product_code:B;service_issue:True,4
city:Hilltop;description_issue:True;period:2022-H2;service_issue:True,4
city:Valleyview;description_issue:True;quality_issue:True,4
city:Meadowland;description_issue:True;product_code:H;quality_issue:True,4
city:Hilltop;description_issue:True;product_code:H;service_issue:True,4
age_range:(20-30];description_issue:True;product_code:E,4
delivery_issue:True;period:2024-H1;product_code:E;service_issue:True,4
age_range:(40-50];city:Lakeside;delivery_issue:True;quality_issue:True,4
age_range:(20-30];city:Hilltop;price_issue:True,4
age_range:(40-50];period:2023-H1;product_code:H;quality_issue:True,4
age_range:(40-50];city:Riverside;period:2023-H1;product_code:A,4
city:Springfield;period:2023-H1;product_code:E,4
city:Springfield;period:2020-H2;product_code:G;quality_issue:True,4
delivery_issue:True;period:2023-H2;product_code:A;service_issue:True,4
age_range:(50-60];product_code:E;quality_issue:True;service_issue:True,4
city:Rivertown;period:2023-H2;product_code:B;service_issue:True,4
age_range:(30-40];city:Riverbend;delivery_issue:True;period:2022-H1,4
age_range:(30-40];city:Springfield;product_code:C;quality_issue:True,4
city:Mountainview;description_issue:True;price_issue:True;product_code:C,4
city:Mountainview;product_code:D;quality_issue:True,4
age_range:(50-60];product_code:A,4
age_range:(30-40];description_issue:True;period:2021-H2;product_code:D,4
city:Mountainview;period:2023-H1;product_code:A;quality_issue:True,4
delivery_issue:True;description_issue:True;price_issue:True;product_code:E,4
description_issue:True;period:2022-H1;service_issue:True,4
city:Hilltop;description_issue:True;period:2023-H2;quality_issue:True,4
city:Hilltop;period:2023-H1;product_code:D;quality_issue:True,4
city:Riverbend;description_issue:True;period:2020-H1;product_code:H,4
age_range:(30-40];city:Riverbend;product_code:H,4
period:2023-H1;product_code:D;quality_issue:True,4
delivery_issue:True;period:2021-H1;product_code:B;quality_issue:True,4
age_range:(40-50];city:Mountainview;period:2023-H2;service_issue:True,4
age_range:(40-50];city:Brookside;delivery_issue:True;price_issue:True,4
city:Meadowville;product_code:C;service_issue:True,4
age_range:(20-30];city:Seaside;period:2023-H1;product_code:H,4
city:Greenfield;period:2023-H2;product_code:F,4
city:Greenfield;period:2020-H2;product_code:C,4
age_range:(40-50];period:2021-H2;product_code:H;quality_issue:True,4
age_range:(20-30];price_issue:True;product_code:F;quality_issue:True,4
age_range:(30-40];city:Valleyview;product_code:G,4
city:Springfield;price_issue:True;product_code:E,4
city:Springfield;period:2020-H2;price_issue:True,4
city:Seaside;delivery_issue:True;period:2020-H2,4
city:Riverside;product_code:F;quality_issue:True;service_issue:True,4
city:Forestville;period:2021-H2,4
age_range:(40-50];period:2023-H2;price_issue:True;product_code:B,4
age_range:(40-50];period:2023-H1;price_issue:True;product_code:C,4
city:Riverside;period:2023-H2;product_code:H;service_issue:True,4
city:Meadowville;period:2022-H2;product_code:G,4
age_range:(40-50];city:Riverside;period:2023-H1;service_issue:True,4
